,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.33,0.44,0.5,0.41,0.59,0.45,0.67,0.52,0.37,0.37,0.38,0.53,0.46,0.41,0.43,0.48,0.52,0.31
brlcad.csv,0.36,0.85,0.49,0.45,0.64,0.47,0.4,0.56,0.5,0.4,0.4,0.45,0.4,0.5,0.4,0.39,0.52,0.42
genoviz.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.96,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8
gnupdate.csv,0.39,0.77,0.89,0.56,0.94,0.66,0.75,0.54,0.5,0.52,0.65,0.64,0.57,0.64,0.53,0.63,0.7,0.47
google-gears.csv,0.33,0.46,0.42,0.42,0.48,0.43,0.39,0.48,0.42,0.43,0.39,0.43,0.4,0.49,0.4,0.4,0.51,0.37
konversation.csv,0.8,1.0,0.89,0.89,0.93,0.96,0.0,0.88,0.97,0.92,0.8,0.8,0.92,0.91,0.67,0.0,0.8,0.67
linux-ntfs.csv,0.47,0.68,0.56,0.59,0.73,0.5,0.57,0.78,0.51,0.44,0.46,0.71,0.71,0.64,0.54,0.63,0.64,0.53
linuxsh.csv,0.36,0.99,0.9,0.72,0.92,0.91,0.9,0.92,0.98,0.89,0.75,0.89,0.5,0.85,0.62,0.71,0.9,0.83
modplug.csv,0.33,0.47,0.44,0.42,0.45,0.43,0.45,0.4,0.41,0.39,0.43,0.44,0.47,0.47,0.39,0.39,0.54,0.34
nativeclient.csv,0.46,0.52,0.57,0.46,0.44,0.54,0.59,0.43,0.46,0.43,0.47,0.56,0.62,0.51,0.44,0.47,0.57,0.44
ogre.csv,0.33,0.45,0.44,0.42,0.46,0.43,0.4,0.43,0.41,0.4,0.41,0.43,0.39,0.46,0.4,0.39,0.5,0.32
openfrag.csv,0.31,0.4,0.43,0.44,0.38,0.64,0.42,0.39,0.4,0.56,0.53,0.54,0.6,0.55,0.38,0.41,0.49,0.32
projecteqemu.csv,0.35,0.64,0.76,0.54,0.9,0.96,0.68,0.58,0.53,0.59,0.55,0.86,0.86,0.89,0.47,0.57,0.88,0.42
qse.csv,0.33,0.43,0.5,0.47,0.67,0.64,0.65,0.53,0.45,0.4,0.45,0.58,0.73,0.53,0.4,0.56,0.56,0.34
sandiaportals.csv,0.33,0.5,0.64,0.48,0.57,0.75,0.49,0.44,0.45,0.5,0.48,0.49,0.7,0.52,0.43,0.43,0.6,0.32
sauerbraten.csv,0.38,0.57,0.45,0.6,0.47,0.68,0.52,0.47,0.54,0.55,0.53,0.62,0.77,0.61,0.36,0.38,0.55,0.44
turbotrader-bos.csv,0.42,0.99,0.83,0.63,0.89,0.96,0.58,0.77,0.6,0.83,0.94,0.94,0.9,0.96,0.58,0.71,0.95,0.67
xapian.csv,0.48,0.75,0.74,0.53,0.68,0.58,0.72,0.55,0.5,0.44,0.59,0.6,0.83,0.56,0.46,0.59,0.81,0.45
