,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.74,0.29,0.15,0.2,0.32,0.98,1.0,0.76,0.5,0.52,0.83,0.76,0.36,0.84,0.5,0.85,0.76,0.11
brlcad.csv,0.63,1.0,0.17,0.11,0.14,0.99,0.28,0.39,0.3,0.43,0.68,0.55,0.23,0.74,0.47,0.75,0.58,0.08
genoviz.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
gnupdate.csv,0.68,0.34,0.11,0.2,1.0,0.98,0.3,0.71,0.39,0.48,0.61,0.53,0.19,0.85,0.63,0.7,0.62,0.13
google-gears.csv,0.64,0.24,0.15,0.13,0.18,0.98,0.29,0.38,0.48,0.43,0.68,0.63,0.23,1.0,0.49,0.76,0.57,0.11
konversation.csv,0.8,0.29,0.22,1.0,0.36,0.96,0.0,0.12,0.8,0.5,0.8,1.0,0.31,1.0,0.67,1.0,0.4,0.0
linux-ntfs.csv,0.78,0.2,0.09,0.16,0.24,0.97,0.33,0.48,0.49,0.54,0.7,0.58,0.29,0.78,1.0,0.8,0.61,0.24
linuxsh.csv,0.83,0.59,1.0,0.33,0.67,1.0,0.8,0.92,0.62,0.44,1.0,0.78,0.5,0.93,0.54,0.94,1.0,0.33
modplug.csv,0.63,0.27,0.17,0.17,0.22,0.97,0.32,0.48,0.46,0.46,1.0,0.61,0.35,0.78,0.49,0.8,0.69,0.17
nativeclient.csv,0.79,0.27,0.18,0.2,0.23,0.96,0.5,0.51,0.44,0.48,0.89,0.63,0.44,0.82,0.47,0.88,1.0,0.16
ogre.csv,0.62,0.25,0.17,0.12,0.19,1.0,0.28,0.42,0.33,0.44,0.68,0.55,0.23,0.76,0.47,0.75,0.59,0.1
openfrag.csv,0.67,0.27,0.17,0.17,0.2,0.98,0.29,0.47,0.44,0.49,0.69,0.98,0.27,0.83,0.46,0.76,0.59,0.13
projecteqemu.csv,0.78,0.37,0.19,0.29,0.65,0.92,0.47,0.65,0.59,1.0,0.91,0.86,0.86,0.89,0.57,0.93,0.75,0.12
qse.csv,0.69,0.3,0.21,0.29,0.46,0.97,0.65,1.0,0.47,0.62,0.66,0.82,0.46,0.92,0.57,0.96,0.77,0.16
sandiaportals.csv,0.66,0.31,0.36,0.18,0.25,0.97,0.38,0.52,0.43,0.48,0.78,0.75,0.4,0.84,0.46,1.0,0.7,0.12
sauerbraten.csv,1.0,0.2,0.16,0.28,0.19,0.97,0.52,0.46,0.6,0.52,0.9,0.68,0.35,0.82,0.48,0.85,0.6,0.08
turbotrader-bos.csv,0.64,0.46,0.5,0.27,0.78,0.97,0.3,1.0,1.0,0.62,0.71,0.94,0.2,0.81,0.53,0.83,0.62,0.13
xapian.csv,0.7,0.19,0.15,0.25,0.27,0.98,0.61,0.53,0.49,0.52,0.95,0.63,1.0,0.82,0.54,0.76,0.71,0.23
