,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.85,0.93,0.93,0.7,0.78
freenet.csv,0.72,0.66,0.58,0.7,0.82
mediaportal.csv,0.37,0.28,0.18,0.37,0.59
onotoa.csv,0.22,0.21,0.62,0.07,0.15
sqlpower-library.csv,0.61,0.95,0.95,0.96,1.0
