,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.67,0.4,0.64,0.62,0.32,0.6,0.73,0.54,0.19,0.26,0.17,0.45,0.63,0.56,0.56,0.93,0.17,0.23
fbmanager.csv,0.28,0.26,0.68,0.4,0.4,0.32,0.4,0.55,0.77,0.25,0.29,0.47,0.44,0.04,0.74,0.28,0.0,0.88
fido.csv,0.0,0.11,0.0,0.36,0.0,0.02,0.0,0.0,0.0,0.01,0.97,0.0,0.0,0.07,0.0,0.13,0.23,0.0
fityk.csv,0.61,0.56,0.67,0.61,0.65,0.51,0.45,0.66,0.71,0.26,0.28,0.67,0.69,0.52,0.56,0.35,0.51,0.67
fleet-simulator.csv,0.54,0.35,0.34,0.59,0.57,0.0,0.54,0.51,0.35,0.52,0.3,0.63,0.56,0.05,0.6,0.98,0.57,0.5
google-caja.csv,0.74,0.44,0.7,0.8,0.13,0.61,0.37,0.7,0.24,0.09,0.17,0.68,0.57,0.17,0.67,0.84,0.42,0.65
hibernate.csv,0.54,0.61,0.52,0.61,0.5,0.51,0.59,0.43,0.69,0.33,0.93,0.66,0.62,0.53,0.65,0.38,0.56,0.59
itext.csv,0.55,0.63,0.76,0.0,0.53,0.64,0.37,0.75,0.57,0.83,0.51,0.74,0.6,0.51,0.66,0.38,0.61,0.59
k3b.csv,0.72,0.0,0.13,0.63,0.65,0.65,0.21,0.7,0.68,0.76,0.48,0.71,0.41,0.42,0.74,0.0,0.64,0.47
megameknet.csv,0.59,0.64,0.71,0.17,0.55,0.56,0.62,0.67,0.4,0.73,0.0,0.68,0.61,0.57,0.63,0.0,0.54,0.59
myfaces.csv,0.6,0.48,0.57,0.34,0.7,0.49,0.43,0.46,0.68,0.75,0.53,0.62,0.56,0.59,0.43,0.78,0.59,0.57
ninject.csv,0.52,0.5,0.3,0.38,0.27,0.25,0.51,0.54,0.55,0.72,0.53,0.3,0.43,0.14,0.15,0.29,0.26,0.98
ondex.csv,0.39,0.26,0.18,0.06,0.65,0.42,0.32,0.15,0.36,0.02,0.46,0.3,0.48,0.58,0.72,0.24,0.4,0.24
paintown.csv,0.7,0.58,0.63,0.0,0.24,0.59,0.67,0.55,0.38,0.13,0.42,0.21,0.67,0.27,0.42,0.0,0.44,0.0
poormans.csv,0.21,0.52,0.21,0.2,0.54,0.37,0.42,0.75,0.45,0.37,0.0,0.46,0.34,0.54,0.77,0.02,0.26,0.24
powerfolder.csv,0.48,0.23,0.6,0.17,0.56,0.58,0.35,0.21,0.98,0.36,0.53,0.55,0.43,0.28,0.43,0.49,0.46,0.23
smartgwt.csv,0.57,0.57,0.73,0.37,0.62,0.58,0.34,0.14,0.97,0.76,0.54,0.48,0.65,0.57,0.68,0.05,0.44,0.43
triplea.csv,0.6,0.74,0.63,0.67,0.13,0.65,0.55,0.6,0.51,0.3,0.37,0.6,0.62,0.63,0.49,0.89,0.58,0.56
