,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.64,0.57,0.7,0.77,0.13,0.73,0.78,0.77,0.02,0.11,0.04,0.21,0.72,0.18,0.21,1.0,0.29,0.07
fbmanager.csv,0.67,0.64,0.79,0.87,0.41,0.84,0.76,0.81,0.09,0.61,0.05,0.66,0.85,0.2,0.37,1.0,0.0,0.19
fido.csv,0.0,1.0,0.0,0.76,0.0,0.5,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.25,0.0,1.0,0.37,0.0
fityk.csv,0.58,0.63,0.6,0.77,0.17,0.87,0.62,0.66,0.06,0.11,0.02,0.28,0.79,0.18,0.24,1.0,0.35,0.11
fleet-simulator.csv,0.5,0.6,0.5,0.77,0.16,0.71,0.68,0.58,0.04,0.67,0.04,0.26,0.69,0.17,0.26,1.0,0.3,0.08
google-caja.csv,0.69,0.63,0.66,0.89,0.14,0.83,0.67,0.79,0.04,0.24,0.04,0.28,0.69,0.17,0.27,1.0,0.3,0.11
hibernate.csv,0.72,0.66,0.76,0.85,0.14,0.74,0.68,0.87,0.06,0.24,0.12,0.41,0.71,0.17,0.34,1.0,0.45,0.1
itext.csv,0.76,0.65,0.68,0.74,0.15,0.84,0.66,0.78,0.05,0.39,0.04,0.36,0.71,0.16,0.36,0.95,0.39,0.1
k3b.csv,0.6,0.57,0.52,0.78,0.17,0.84,0.67,0.65,0.05,0.33,0.03,0.31,0.65,0.12,0.38,0.85,0.35,0.1
megameknet.csv,0.52,0.66,0.62,0.73,0.13,0.78,0.71,0.6,0.03,0.39,0.0,0.43,0.7,0.17,0.25,0.83,0.31,0.1
myfaces.csv,0.75,0.78,0.75,0.88,0.37,0.81,0.74,0.82,0.06,0.43,0.06,0.63,0.73,0.19,0.52,1.0,0.43,0.1
ninject.csv,0.59,0.68,0.75,0.66,0.12,0.86,0.67,0.77,0.04,0.42,0.06,0.43,0.71,0.15,0.31,0.78,0.34,0.45
ondex.csv,0.66,0.7,0.83,1.0,0.17,0.81,0.62,0.8,0.02,0.33,0.03,0.55,0.71,0.3,0.34,1.0,0.38,0.09
paintown.csv,0.74,0.62,0.58,0.71,0.13,0.77,0.72,0.62,0.04,0.22,0.03,0.23,0.74,0.17,0.18,0.85,0.28,0.08
poormans.csv,0.32,0.67,0.33,0.93,0.27,0.7,0.64,0.68,0.15,0.74,0.0,0.7,0.56,0.16,0.55,1.0,0.59,0.5
powerfolder.csv,0.71,0.75,0.65,1.0,0.2,0.84,0.79,0.67,0.29,0.35,0.06,0.23,0.77,0.3,0.35,0.96,0.41,0.04
smartgwt.csv,0.66,0.69,0.66,0.74,0.26,0.79,0.6,0.5,0.22,0.47,0.05,0.19,0.75,0.18,0.31,0.22,0.43,0.09
triplea.csv,0.66,0.85,0.68,0.79,0.14,0.77,0.68,0.79,0.05,0.19,0.03,0.29,0.77,0.22,0.22,1.0,0.32,0.09
