,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.66,0.65,0.66,0.76,0.23,0.72,0.78,0.61,0.03,0.17,0.07,0.33,0.71,0.3,0.32,0.95,0.44,0.1
fbmanager.csv,0.35,0.33,0.71,0.5,0.38,0.42,0.49,0.62,0.16,0.31,0.08,0.51,0.53,0.05,0.5,0.39,0.0,0.31
fido.csv,0.0,0.17,0.0,0.45,0.0,0.03,0.0,0.0,0.0,0.02,0.38,0.0,0.0,0.1,0.0,0.2,0.25,0.0
fityk.csv,0.6,0.72,0.68,0.8,0.28,0.61,0.52,0.67,0.11,0.17,0.03,0.42,0.75,0.26,0.38,0.46,0.41,0.2
fleet-simulator.csv,0.63,0.72,0.62,0.82,0.27,0.83,0.77,0.73,0.07,0.55,0.08,0.4,0.77,0.29,0.41,0.99,0.44,0.15
google-caja.csv,0.73,0.77,0.69,0.86,0.25,0.69,0.78,0.73,0.08,0.38,0.07,0.42,0.74,0.29,0.43,0.9,0.46,0.2
hibernate.csv,0.59,0.66,0.58,0.7,0.25,0.6,0.68,0.53,0.11,0.39,0.22,0.5,0.7,0.28,0.45,0.5,0.48,0.19
itext.csv,0.61,0.75,0.75,0.83,0.26,0.71,0.77,0.76,0.1,0.55,0.08,0.5,0.68,0.24,0.46,0.49,0.48,0.19
k3b.csv,0.69,0.69,0.68,0.8,0.28,0.73,0.8,0.7,0.1,0.49,0.06,0.45,0.71,0.19,0.5,0.86,0.47,0.18
megameknet.csv,0.58,0.74,0.72,0.82,0.23,0.65,0.69,0.71,0.05,0.51,0.0,0.53,0.7,0.28,0.38,0.78,0.39,0.19
myfaces.csv,0.64,0.56,0.62,0.44,0.47,0.58,0.51,0.55,0.11,0.55,0.11,0.61,0.62,0.29,0.44,0.85,0.49,0.17
ninject.csv,0.53,0.56,0.39,0.48,0.16,0.33,0.57,0.61,0.07,0.53,0.11,0.32,0.5,0.13,0.17,0.39,0.27,0.62
ondex.csv,0.45,0.33,0.25,0.1,0.28,0.52,0.38,0.21,0.04,0.04,0.05,0.35,0.56,0.39,0.47,0.34,0.37,0.13
paintown.csv,0.71,0.64,0.7,0.78,0.23,0.67,0.75,0.57,0.07,0.36,0.06,0.37,0.74,0.29,0.29,0.84,0.42,0.15
poormans.csv,0.23,0.57,0.23,0.28,0.35,0.45,0.48,0.75,0.22,0.45,0.0,0.51,0.41,0.26,0.64,0.04,0.32,0.29
powerfolder.csv,0.53,0.3,0.62,0.25,0.29,0.67,0.44,0.28,0.45,0.33,0.11,0.33,0.52,0.27,0.37,0.61,0.42,0.07
smartgwt.csv,0.6,0.62,0.72,0.8,0.37,0.66,0.64,0.19,0.36,0.59,0.09,0.28,0.71,0.28,0.43,0.06,0.41,0.17
triplea.csv,0.61,0.78,0.65,0.79,0.25,0.74,0.63,0.66,0.09,0.3,0.06,0.39,0.68,0.33,0.35,0.93,0.42,0.15
