,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.09,0.41,0.56,0.87,0.43,0.13,0.18,0.42
atlc.csv,0.98,1.0,0.61,0.79,0.93,0.8,0.29,0.65,0.6,0.79
ipfilter.csv,0.85,0.67,0.94,0.79,0.59,0.93,0.57,1.0,0.76,0.68
jmol.csv,0.73,0.33,0.87,0.98,0.37,0.87,1.0,0.7,0.89,0.79
pfaedit.csv,0.98,0.67,0.96,0.46,0.81,0.53,0.43,0.33,0.42,0.32
rockbox.csv,0.15,0.67,0.41,0.4,0.19,0.27,0.43,0.39,0.67,0.95
snakeyaml.csv,0.51,0.67,0.48,0.4,0.96,0.37,1.0,0.7,0.64,0.84
theresa.csv,0.0,1.0,0.0,0.0,0.11,0.0,0.0,0.0,0.02,0.0
trinitycore.csv,0.05,1.0,0.43,0.49,0.26,0.3,0.29,0.48,0.89,0.21
wxcode.csv,0.0,0.0,0.11,0.06,0.11,0.17,1.0,0.09,0.11,0.05
