,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,0.0,0.0,0.11,0.44,0.57,0.89,0.48,0.16,0.21,0.46
atlc.csv,0.98,0.61,0.58,0.52,0.81,0.62,0.31,0.46,0.57,0.68
ipfilter.csv,0.42,0.48,0.33,0.46,0.56,0.54,0.51,1.0,0.54,0.57
jmol.csv,0.44,0.27,0.56,0.98,0.37,0.46,0.56,0.64,0.34,0.52
pfaedit.csv,0.27,0.64,0.96,0.5,0.79,0.55,0.47,0.37,0.44,0.37
rockbox.csv,0.18,0.69,0.46,0.43,0.22,0.31,0.48,0.44,0.66,0.96
snakeyaml.csv,0.46,0.43,0.45,0.44,0.97,0.38,0.64,0.0,0.55,0.45
theresa.csv,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.02,0.0
trinitycore.csv,0.06,0.94,0.47,0.48,0.29,0.34,0.33,0.5,0.91,0.25
wxcode.csv,0.0,0.0,0.13,0.07,0.13,0.2,1.0,0.11,0.13,0.06
