,atlc.csv,theresa.csv,pfaedit.csv,jmol.csv,snakeyaml.csv,adobe-source.csv,wxcode.csv,ipfilter.csv,trinitycore.csv,rockbox.csv
adobe-source.csv,69.0,52.0,1.0,0.0,19.0,0.0,0.0,0.0,2.0,1.0
atlc.csv,0.0,37.0,4.0,0.0,4.0,10.0,35.0,4.0,4.0,6.0
ipfilter.csv,0.0,39.0,0.0,1.0,18.0,11.0,31.0,0.0,19.0,9.0
jmol.csv,0.0,42.0,0.0,0.0,63.0,11.0,3.0,0.0,13.0,9.0
pfaedit.csv,0.0,22.0,0.0,0.0,0.0,1.0,14.0,0.0,19.0,1.0
rockbox.csv,0.0,10.0,0.0,2.0,13.0,29.0,10.0,0.0,7.0,0.0
snakeyaml.csv,0.0,40.0,1.0,1.0,0.0,16.0,2.0,0.0,13.0,14.0
theresa.csv,69.0,0.0,88.0,123.0,0.0,161.0,82.0,64.0,0.0,50.0
trinitycore.csv,1.0,11.0,1.0,1.0,62.0,3.0,17.0,0.0,0.0,3.0
wxcode.csv,69.0,52.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
