,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.08,0.0,0.22,0.17,0.08
n2cms.csv,0.15,0.33,0.69,0.59,0.76
nassp.csv,0.18,0.02,0.06,0.09,0.0
nug.csv,0.76,0.17,0.06,0.33,0.8
oorexx.csv,0.19,0.52,0.58,0.63,0.32
