,quarkplusplus.csv,multitude.csv,ngl.csv,qmmp.csv
multitude.csv,0.52,0.96,0.6,0.55
ngl.csv,0.6,0.52,0.99,0.6
qmmp.csv,0.37,0.54,0.62,0.97
quarkplusplus.csv,1.0,0.36,0.46,0.37
