,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.47,0.5,0.36,0.4,0.05,0.22,0.94,0.08,0.21,0.17,0.24,0.44,0.08,0.6,0.03,0.29,0.22
beast-mcmc.csv,0.43,0.25,0.98,0.55,0.42,0.45,0.38,0.47,0.32,0.25,0.46,0.44,0.45,0.4,0.35,0.51,0.71
bscwweasel.csv,0.02,0.0,0.11,0.85,0.12,0.06,0.06,0.06,0.03,0.03,0.06,0.0,0.05,0.0,0.02,0.05,0.0
codeblocks.csv,0.69,0.12,0.14,0.2,0.37,0.99,0.4,0.37,0.63,0.3,0.12,0.44,0.4,0.0,0.68,0.93,0.44
gamestone.csv,0.03,1.0,0.15,0.05,0.02,0.09,0.19,0.1,0.03,0.13,0.11,0.08,0.05,0.4,0.0,0.36,0.15
iaml.csv,0.81,0.62,0.83,0.35,0.44,0.66,0.62,0.43,0.63,0.63,0.99,0.72,0.74,0.2,0.55,0.53,0.71
jbasic.csv,0.41,0.5,0.26,0.25,0.35,0.24,0.06,0.11,0.21,0.97,0.16,0.28,0.15,0.0,0.2,0.16,0.24
modplug.csv,0.81,0.75,0.83,0.85,0.6,0.82,0.77,0.72,0.63,0.44,0.76,0.6,0.66,0.6,0.75,0.98,0.71
pdfedit.csv,0.6,0.12,0.44,0.15,1.0,0.3,0.45,0.34,0.29,0.76,0.26,0.6,0.33,1.0,0.31,0.25,0.56
redshell.csv,0.6,0.38,0.58,0.5,0.98,0.51,0.7,1.0,0.79,0.86,0.61,0.56,0.74,0.2,0.46,0.36,0.71
sabbu.csv,0.98,0.12,0.73,0.45,0.44,0.35,0.49,0.36,0.24,0.41,0.46,0.52,0.3,0.6,0.34,0.38,0.54
silvertree.csv,0.24,0.5,0.3,0.2,0.33,0.33,0.09,0.19,0.29,0.27,0.24,0.96,0.1,0.4,0.08,0.2,0.27
t-2.csv,0.57,0.62,0.56,0.55,0.79,0.63,0.66,0.68,0.55,0.63,0.81,0.64,0.88,1.0,0.74,0.73,0.66
xinity.csv,0.38,0.75,0.59,0.2,0.65,0.59,0.36,0.45,0.61,0.75,0.55,0.8,0.25,0.8,0.62,0.47,1.0
xreal.csv,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.0,0.22,0.0,0.0,0.01,1.0,0.0,0.0,0.02
zabbix.csv,0.83,0.75,0.94,0.55,0.77,0.84,0.7,0.85,0.89,0.76,0.75,0.8,0.98,1.0,1.0,0.93,0.93
zengine.csv,0.81,0.75,1.0,0.95,0.95,0.84,1.0,0.83,0.97,0.95,0.58,0.96,0.95,1.0,0.86,0.95,1.0
