,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.49,0.26,0.27,0.17,0.09,0.34,0.97,0.14,0.31,0.27,0.34,0.42,0.05,0.14,0.06,0.4,0.33
beast-mcmc.csv,0.51,0.16,0.99,0.31,0.46,0.59,0.3,0.63,0.45,0.37,0.52,0.48,0.22,0.07,0.47,0.59,0.67
bscwweasel.csv,0.03,0.0,0.18,0.92,0.18,0.11,0.08,0.11,0.05,0.06,0.1,0.0,0.06,0.0,0.03,0.1,0.0
codeblocks.csv,0.64,0.11,0.2,0.22,0.44,1.0,0.19,0.53,0.67,0.44,0.2,0.41,0.25,0.0,0.47,0.81,0.54
gamestone.csv,0.07,1.0,0.2,0.07,0.04,0.16,0.26,0.17,0.05,0.22,0.18,0.13,0.07,0.15,0.0,0.52,0.23
iaml.csv,0.65,0.34,0.48,0.18,0.48,0.72,0.24,0.59,0.7,0.62,0.99,0.56,0.26,0.02,0.46,0.6,0.65
jbasic.csv,0.54,0.47,0.33,0.2,0.43,0.38,0.09,0.2,0.35,0.97,0.26,0.39,0.13,0.0,0.23,0.28,0.34
modplug.csv,0.68,0.24,0.5,0.22,0.6,0.79,0.21,0.82,0.71,0.44,0.68,0.46,0.19,0.04,0.5,0.99,0.67
pdfedit.csv,0.67,0.15,0.42,0.18,1.0,0.45,0.2,0.5,0.43,0.69,0.33,0.55,0.2,0.17,0.44,0.39,0.61
redshell.csv,0.62,0.16,0.42,0.22,0.68,0.63,0.16,1.0,0.81,0.62,0.6,0.52,0.26,0.02,0.34,0.49,0.66
sabbu.csv,0.99,0.12,0.56,0.27,0.49,0.51,0.21,0.53,0.37,0.46,0.54,0.54,0.14,0.1,0.36,0.52,0.58
silvertree.csv,0.36,0.26,0.36,0.14,0.46,0.47,0.11,0.32,0.42,0.38,0.35,0.98,0.1,0.1,0.11,0.31,0.37
t-2.csv,0.47,0.17,0.31,0.17,0.62,0.66,0.19,0.79,0.59,0.53,0.67,0.53,0.94,0.07,0.47,0.74,0.64
xinity.csv,0.5,0.33,0.37,0.12,0.55,0.68,0.16,0.61,0.7,0.66,0.6,0.67,0.13,0.08,0.42,0.55,1.0
xreal.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.34,0.0,0.0,0.02,1.0,0.0,0.0,0.05
zabbix.csv,0.63,0.24,0.47,0.22,0.63,0.8,0.22,0.9,0.86,0.59,0.62,0.52,0.22,0.07,0.99,0.82,0.73
zengine.csv,0.66,0.26,0.46,0.27,0.68,0.8,0.22,0.89,0.99,0.72,0.57,0.6,0.21,0.07,0.54,0.81,0.77
