,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.5,0.66,0.88,0.27,0.5,1.0,0.4,0.54,0.65,0.47,0.4,0.73,0.56,0.58,0.36,0.25
fleet-simulator.csv,0.24,0.0,0.72,0.0,0.21,0.59,0.09,0.53,0.49,0.82,0.24,1.0,0.63,0.56,0.0,0.52
geogebra.csv,0.0,0.06,0.89,0.21,0.2,0.21,0.23,0.49,0.39,0.41,0.11,0.8,0.52,0.93,0.05,0.2
gtad.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.0
hibernate.csv,0.0,0.1,0.92,0.11,0.2,0.31,0.4,0.19,0.81,0.61,0.47,0.0,0.96,0.56,0.25,0.38
ipfire-wall.csv,0.54,0.26,0.0,0.31,1.0,0.4,0.67,0.4,0.64,0.32,0.31,0.52,0.52,0.42,0.28,0.33
irplus.csv,0.0,0.34,0.0,0.31,0.57,0.47,0.4,0.97,0.77,0.18,0.39,0.17,0.39,0.38,0.36,0.41
mumble.csv,0.55,0.1,0.99,0.07,0.32,0.29,0.96,0.4,0.64,0.57,0.54,0.2,0.36,0.62,0.05,0.17
ondex.csv,0.0,0.04,0.0,0.57,0.36,0.47,0.1,0.28,0.23,0.25,0.95,0.89,0.42,0.34,0.56,0.12
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,0.04,0.0,0.01,0.04,0.0,0.0
projectts.csv,0.44,1.0,0.57,0.4,0.57,0.58,0.61,0.59,0.62,0.4,0.45,0.35,0.57,0.66,0.54,0.41
quantlib.csv,0.56,0.45,0.69,0.29,0.3,0.44,0.54,0.42,0.35,0.32,0.61,0.0,0.47,0.56,0.93,0.5
smartgwt.csv,0.36,0.44,0.84,0.4,0.36,0.44,0.42,0.53,0.9,0.98,0.57,0.0,0.64,0.61,0.52,0.72
tweetsharp.csv,0.51,0.54,0.0,0.64,0.49,0.46,0.62,0.48,0.41,0.23,0.52,0.15,0.49,0.45,0.54,0.98
wxlua.csv,0.36,0.36,0.56,0.93,0.3,0.24,0.45,0.38,0.45,0.09,0.34,0.38,0.21,0.28,0.41,0.27
