,gtad.csv,projectts.csv,scen-connect.csv,wxlua.csv,ipfire-wall.csv,cubefs.csv,mumble.csv,irplus.csv,powerfolder.csv,smartgwt.csv,ondex.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,quantlib.csv,tweetsharp.csv
cubefs.csv,0.54,0.49,0.65,0.95,0.54,0.49,0.7,0.57,0.41,0.58,0.66,0.38,0.49,0.46,0.59,0.75
fleet-simulator.csv,0.35,0.44,0.44,0.5,0.35,0.46,0.38,0.33,0.32,0.28,0.3,0.3,0.36,0.38,0.36,0.35
geogebra.csv,0.0,0.67,0.6,0.94,0.89,0.8,0.83,0.47,0.44,0.72,0.94,0.37,0.6,0.78,0.83,0.88
gtad.csv,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0
hibernate.csv,0.47,0.9,0.8,0.9,0.68,0.6,0.8,0.86,0.83,0.57,0.54,0.86,0.73,0.62,0.94,0.6
ipfire-wall.csv,0.79,0.77,0.91,0.77,0.56,0.63,0.55,0.77,0.96,0.66,0.79,0.47,0.68,0.72,0.64,0.67
irplus.csv,0.74,0.9,0.92,0.96,0.56,0.62,0.65,0.62,0.64,0.99,0.52,0.94,0.82,0.77,0.65,0.57
mumble.csv,0.8,0.83,0.8,0.83,0.78,0.71,0.58,0.68,0.73,0.69,0.52,0.89,0.7,0.52,0.83,0.88
ondex.csv,0.5,0.0,0.54,0.61,0.59,0.54,0.83,0.94,0.76,0.97,0.97,0.35,0.8,0.83,0.63,0.75
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.67,0.0,0.5,0.86,0.0,0.0
projectts.csv,0.41,0.59,0.43,0.49,0.39,0.5,0.53,0.36,0.45,0.8,0.31,0.48,0.48,0.45,0.43,0.39
quantlib.csv,0.39,0.57,0.51,0.46,0.35,0.43,0.42,0.44,0.38,0.92,0.6,0.47,0.53,0.61,0.95,0.46
smartgwt.csv,0.36,0.47,0.71,0.52,0.38,0.45,0.45,0.55,0.71,0.57,0.58,0.83,0.62,0.58,0.56,0.47
tweetsharp.csv,0.53,0.56,0.71,0.51,0.35,0.51,0.42,0.74,0.5,0.7,0.44,0.9,0.71,0.66,0.49,0.46
wxlua.csv,0.38,0.46,0.42,0.53,0.37,0.42,0.41,0.42,0.4,0.58,0.32,0.4,0.45,0.43,0.36,0.39
