,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,geogebra.csv,duplicati.csv
botsnscouts.csv,0.67,0.71,0.73,0.79,0.68,0.81,0.76,0.74,0.36,0.78,0.74,0.69,0.05,0.67,0.05,0.48,0.42,1.0
dspace-gsoc.csv,0.54,0.58,0.68,0.72,0.64,0.83,0.51,0.75,0.16,0.73,0.79,0.69,0.02,0.1,0.04,0.21,0.21,0.98
fbmanager.csv,0.83,1.0,0.8,0.92,0.8,0.93,0.64,1.0,0.0,0.87,0.78,1.0,0.12,0.83,0.11,1.0,0.0,1.0
fido.csv,0.0,1.0,0.0,0.83,0.62,0.77,0.0,0.77,0.0,0.5,0.0,0.0,0.0,1.0,0.24,0.0,0.11,1.0
freenet.csv,0.42,0.59,0.5,0.79,0.77,0.86,0.5,0.77,0.14,0.64,0.65,0.55,0.04,0.26,0.05,0.3,0.27,0.98
geogebra.csv,0.77,0.73,0.85,0.79,0.69,0.9,0.65,0.87,0.47,0.89,0.74,0.69,0.07,0.78,0.03,0.58,0.46,1.0
google-caja.csv,0.8,0.61,0.72,0.8,0.68,0.8,0.66,0.88,0.17,0.83,0.69,0.87,0.05,0.39,0.04,0.38,0.3,1.0
itext.csv,0.82,0.71,0.64,0.76,0.75,0.79,0.65,0.8,0.25,0.84,0.64,0.81,0.14,0.45,0.06,0.38,0.35,1.0
k3b.csv,0.71,0.6,0.57,0.75,0.71,0.81,0.56,0.73,0.13,0.86,0.66,0.78,0.06,0.23,0.04,0.23,0.2,0.98
megameknet.csv,0.49,0.68,0.59,0.78,0.73,0.89,0.61,0.73,0.12,0.75,0.65,0.6,0.0,0.35,0.0,0.43,0.23,1.0
myfaces.csv,0.66,0.76,0.84,0.82,0.78,0.87,0.63,0.95,0.37,0.8,0.74,0.82,0.05,0.43,0.05,0.62,0.46,1.0
onotoa.csv,0.38,0.61,0.41,0.72,0.7,0.85,0.41,0.71,0.12,0.64,0.65,0.42,0.01,0.21,0.03,0.34,0.31,0.98
paintown.csv,0.74,0.67,0.56,0.72,0.68,0.82,0.47,0.72,0.13,0.76,0.7,0.59,0.04,0.23,0.04,0.23,0.22,0.97
powerfolder.csv,0.7,0.78,0.62,0.74,0.77,0.84,0.73,1.0,0.22,0.84,0.79,0.67,0.29,0.34,0.06,0.23,0.28,1.0
smartgwt.csv,0.71,0.68,0.62,0.75,0.66,0.77,0.29,0.76,0.22,0.83,0.6,0.67,0.24,0.56,0.09,0.19,0.28,1.0
sqlpower-library.csv,0.48,0.61,0.51,0.84,0.71,0.8,0.49,0.78,0.19,0.7,0.65,0.52,0.04,0.23,0.04,0.37,0.29,0.98
triplea.csv,0.56,0.88,0.65,0.78,0.66,0.83,0.56,0.78,0.15,0.79,0.68,0.69,0.07,0.37,0.02,0.33,0.31,1.0
