,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.56,0.39,0.42,0.38,0.49,0.43,0.41,0.32,0.41,0.4,0.51,0.46,0.43,0.3,0.43,0.45,0.53,0.45,0.46,0.36
doomlegacy.csv,0.39,0.47,0.44,0.51,0.45,0.44,0.36,0.61,0.43,0.4,0.47,0.44,0.39,0.31,0.41,0.34,0.4,0.41,0.44,0.39
elmo.csv,0.51,0.52,0.51,0.61,0.47,0.52,0.44,0.41,0.52,0.42,0.52,0.47,0.46,0.39,0.58,0.38,0.54,0.48,0.51,0.47
enzo.csv,0.36,0.5,0.43,0.37,0.4,0.44,0.36,0.32,0.4,0.43,0.37,0.47,0.39,0.3,0.34,0.35,0.5,0.41,0.4,0.37
gpac.csv,0.5,0.5,0.46,0.39,0.68,0.61,0.37,0.46,0.43,0.43,0.49,0.47,0.53,0.33,0.89,0.55,0.53,0.42,0.51,0.56
img-browse-sort.csv,0.46,0.45,0.58,0.52,0.57,0.53,0.43,0.42,0.54,0.41,0.52,0.47,0.48,0.62,0.78,0.81,0.54,0.77,0.65,0.47
ktc.csv,0.42,0.36,0.41,0.71,0.52,0.54,0.46,0.42,0.43,0.41,0.66,0.39,0.38,0.31,0.49,0.4,0.42,0.55,0.49,0.44
neoengine.csv,0.53,0.51,0.46,0.47,0.56,0.5,0.38,0.33,0.37,0.44,0.76,0.45,0.42,0.42,0.52,0.38,0.54,0.56,0.49,0.41
nicepress.csv,0.47,0.52,0.45,0.55,0.49,0.55,0.4,0.34,0.44,0.62,0.47,0.49,0.46,0.42,0.34,0.62,0.43,0.51,0.43,0.56
open-ms.csv,0.35,0.37,0.39,0.48,0.48,0.48,0.42,0.49,0.42,0.69,0.46,0.4,0.36,0.37,0.73,0.29,0.41,0.5,0.51,0.52
pcsx2.csv,0.4,0.47,0.54,0.38,0.68,0.46,0.51,0.37,0.37,0.45,0.61,0.55,0.43,0.41,0.4,0.65,0.53,0.76,0.4,0.41
pi-qmc.csv,0.58,0.5,0.4,0.38,0.63,0.43,0.45,0.31,0.44,0.41,0.56,0.41,0.37,0.31,0.47,0.33,0.46,0.5,0.43,0.39
rosegarden.csv,0.39,0.44,0.47,0.65,0.55,0.5,0.4,0.47,0.63,0.67,0.86,0.5,0.47,0.48,0.4,0.33,0.47,0.51,0.43,0.52
salasaga.csv,0.48,0.64,0.4,0.52,0.52,0.46,0.38,0.33,0.41,0.4,0.49,0.52,0.4,0.42,0.86,0.42,0.39,0.62,0.47,0.39
sigil.csv,0.4,0.43,0.5,0.46,0.47,0.44,0.41,0.59,0.74,0.4,0.46,0.44,0.48,0.46,0.47,0.39,0.67,0.62,0.51,0.46
skia.csv,0.45,0.69,0.44,0.71,0.5,0.52,0.52,0.65,0.68,0.75,0.76,0.47,0.61,0.41,0.4,0.33,0.44,0.44,0.43,0.54
smarttag.csv,0.35,0.32,0.41,0.38,0.41,0.43,0.43,0.34,0.35,0.44,0.35,0.42,0.36,0.38,0.33,0.33,0.42,0.57,0.39,0.36
sylpheed-claws.csv,0.36,0.5,0.43,0.37,0.4,0.42,0.35,0.38,0.46,0.39,0.44,0.44,0.43,0.29,0.43,0.36,0.53,0.42,0.39,0.37
xemeiah.csv,0.45,0.7,0.39,0.65,0.59,0.48,0.35,0.33,0.41,0.4,0.51,0.47,0.42,0.33,0.56,0.58,0.4,0.45,0.49,0.4
zscreen.csv,0.42,0.83,0.5,0.53,0.52,0.51,0.47,0.93,0.96,0.62,0.49,0.48,0.5,0.35,0.43,0.42,0.54,0.75,0.49,0.46
