,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.39,0.09,0.46,0.62,0.25,0.35,0.79,0.57,0.51,0.27,0.5,0.6,0.67,0.23,0.8,0.73,0.15,0.36,0.19,0.33
doomlegacy.csv,0.53,0.06,0.38,0.78,0.39,0.43,0.56,0.68,0.64,0.26,0.55,0.59,0.77,0.27,0.92,0.85,0.25,0.28,0.24,0.32
elmo.csv,0.51,0.11,0.64,0.67,0.33,0.38,0.65,0.59,0.64,0.29,0.44,0.71,0.75,0.3,0.95,0.8,0.29,0.41,0.23,0.41
enzo.csv,0.42,0.07,0.39,0.6,0.3,0.36,0.61,0.54,0.5,0.32,0.44,0.57,0.68,0.26,0.93,0.76,0.18,0.28,0.21,0.39
gpac.csv,0.42,0.07,0.45,0.65,0.23,0.39,0.55,0.72,0.5,0.27,0.44,0.6,0.64,0.28,0.89,0.69,0.15,0.29,0.21,0.34
img-browse-sort.csv,0.61,0.05,0.59,0.89,0.46,0.47,0.66,0.65,0.65,0.29,0.58,0.79,0.8,0.56,0.91,0.86,0.15,0.46,0.3,0.33
ktc.csv,0.69,0.09,0.61,0.86,0.53,0.54,0.71,0.58,0.63,0.33,0.62,0.86,0.8,0.31,0.95,0.9,0.25,0.7,0.27,0.4
neoengine.csv,0.57,0.07,0.58,0.78,0.4,0.43,0.61,0.56,0.57,0.29,0.6,0.84,0.7,0.35,0.86,0.77,0.15,0.5,0.23,0.39
nicepress.csv,0.55,0.1,0.4,0.67,0.45,0.64,0.67,0.54,0.5,0.25,0.71,0.62,0.69,0.27,0.92,0.86,0.2,0.32,0.24,0.4
open-ms.csv,0.56,0.07,0.57,0.7,0.49,0.48,0.55,0.56,0.62,0.38,0.49,0.81,0.76,0.33,0.95,0.81,0.28,0.47,0.31,0.43
pcsx2.csv,0.46,0.08,0.65,0.66,0.42,0.37,0.79,0.56,0.55,0.3,0.55,0.76,0.81,0.32,0.83,0.76,0.15,0.24,0.21,0.33
pi-qmc.csv,0.43,0.07,0.45,0.7,0.38,0.43,0.7,0.52,0.49,0.24,0.52,0.78,0.68,0.27,0.95,0.77,0.3,0.64,0.24,0.37
rosegarden.csv,0.59,0.07,0.41,0.8,0.58,0.52,0.56,0.71,0.63,0.33,0.66,0.67,0.79,0.41,0.89,0.81,0.2,0.28,0.22,0.36
salasaga.csv,0.54,0.09,0.47,0.76,0.33,0.34,0.73,0.58,0.54,0.28,0.56,0.91,0.71,0.25,0.64,0.75,0.29,0.56,0.28,0.37
sigil.csv,0.55,0.07,0.63,0.76,0.37,0.41,0.58,0.71,0.74,0.29,0.5,0.85,0.8,0.42,0.91,0.84,0.33,0.62,0.25,0.3
skia.csv,0.54,0.23,0.46,0.59,0.48,0.58,0.56,0.65,0.68,0.0,0.68,0.61,0.68,0.28,0.95,0.8,0.25,0.38,0.25,0.46
smarttag.csv,0.54,0.09,0.42,0.68,0.4,0.6,0.7,0.57,0.63,0.39,0.58,0.88,0.77,0.28,0.92,0.81,0.24,0.67,0.24,0.36
sylpheed-claws.csv,0.42,0.07,0.39,0.62,0.28,0.34,0.58,0.64,0.68,0.27,0.46,0.58,0.66,0.25,0.8,0.75,0.15,0.27,0.21,0.33
xemeiah.csv,0.58,0.1,0.43,0.88,0.41,0.4,0.59,0.63,0.53,0.3,0.71,0.78,0.75,0.3,0.74,0.82,0.21,0.52,0.27,0.35
zscreen.csv,0.54,0.17,0.55,0.87,0.4,0.41,0.6,0.6,0.79,0.33,0.54,0.78,0.79,0.22,0.8,0.78,0.15,0.58,0.23,0.35
