,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,2.0,12.0,3.0,1.0,8.0,14.0,2.0,0.0,0.0,2.0,1.0,4.0,0.0,7.0,0.0,0.0,61.0,4.0,19.0,6.0
doomlegacy.csv,8.0,8.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,4.0,1.0,9.0,0.0,5.0,0.0,0.0,3.0,7.0,22.0,4.0
elmo.csv,1.0,6.0,1.0,0.0,2.0,3.0,4.0,0.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,7.0,1.0
enzo.csv,5.0,8.0,4.0,0.0,21.0,10.0,0.0,0.0,3.0,2.0,7.0,7.0,4.0,0.0,0.0,1.0,24.0,7.0,15.0,2.0
gpac.csv,11.0,8.0,1.0,0.0,11.0,12.0,0.0,0.0,4.0,3.0,3.0,8.0,0.0,4.0,1.0,1.0,53.0,6.0,13.0,2.0
img-browse-sort.csv,3.0,12.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,8.0,1.0,2.0,0.0,1.0,1.0,1.0,59.0,6.0,21.0,7.0
ktc.csv,4.0,11.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,7.0,2.0
neoengine.csv,4.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,8.0,2.0,0.0,0.0,1.0,0.0,60.0,3.0,15.0,3.0
nicepress.csv,8.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,19.0,5.0,12.0,3.0
open-ms.csv,4.0,17.0,3.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,21.0,1.0,2.0,3.0,0.0,0.0,0.0,9.0,2.0,3.0
pcsx2.csv,3.0,5.0,1.0,0.0,8.0,7.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3.0,61.0,2.0,24.0,9.0
pi-qmc.csv,6.0,8.0,4.0,0.0,13.0,6.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0
rosegarden.csv,8.0,13.0,6.0,0.0,1.0,2.0,10.0,0.0,2.0,5.0,1.0,9.0,0.0,0.0,3.0,0.0,16.0,26.0,18.0,4.0
salasaga.csv,8.0,3.0,2.0,0.0,6.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,2.0,4.0
sigil.csv,7.0,17.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,11.0,4.0
skia.csv,4.0,1.0,6.0,1.0,15.0,0.0,1.0,1.0,1.0,52.0,0.0,5.0,2.0,1.0,0.0,0.0,2.0,7.0,5.0,3.0
smarttag.csv,2.0,4.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,7.0,1.0,3.0,0.0
sylpheed-claws.csv,16.0,8.0,3.0,0.0,11.0,16.0,12.0,0.0,1.0,2.0,1.0,9.0,0.0,6.0,0.0,1.0,61.0,7.0,24.0,6.0
xemeiah.csv,6.0,2.0,2.0,0.0,6.0,9.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,7.0,5.0,1.0,8.0
zscreen.csv,5.0,1.0,3.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,59.0,0.0,12.0,4.0
