,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.06,0.29,0.35,0.17,0.21,0.2,0.05,0.54,0.27,0.12,0.23,0.2,0.2,0.21,0.26,0.84,0.35,0.07,0.0
blogentis.csv,0.55,0.53,0.0,0.6,0.21,0.31,0.93,0.24,0.0,0.0,0.58,0.45,0.54,0.52,0.49,0.57,0.22,0.11,0.21,0.0
carabiner.csv,0.52,0.05,0.0,0.24,0.33,0.57,0.69,0.25,0.66,0.0,0.52,0.0,0.61,0.75,0.48,0.56,0.41,0.96,0.53,0.78
continuum-ide.csv,0.55,0.42,0.43,0.22,0.2,0.21,0.38,0.19,0.0,0.99,0.52,0.0,0.0,0.38,0.99,0.35,0.34,0.06,0.18,0.0
emulemorph.csv,0.0,0.04,0.0,0.0,0.0,0.21,0.05,0.02,0.0,0.0,0.02,0.0,0.86,0.0,0.0,0.0,0.0,0.06,0.0,0.0
free-evolution.csv,0.54,0.34,0.29,0.34,0.44,0.31,0.61,0.12,0.78,0.0,0.27,0.0,0.37,0.37,0.5,0.63,0.46,0.31,1.0,0.8
gtad.csv,1.0,0.0,0.0,0.14,0.02,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.2,0.12,0.0,0.1,0.0,0.0,0.04,0.0
htmlunit.csv,0.96,0.27,0.0,0.61,0.32,0.41,0.25,0.15,0.0,0.98,0.95,0.24,0.37,0.5,0.33,0.35,0.17,0.27,0.11,0.95
jaxen.csv,0.0,0.21,0.0,0.23,0.07,0.32,0.1,0.0,0.0,0.0,0.07,1.0,0.38,0.16,0.0,0.1,0.12,0.06,0.04,0.0
jsr308-langtools.csv,0.54,0.55,0.0,0.54,0.42,0.58,0.42,0.26,0.34,0.0,0.52,0.81,0.2,1.0,0.56,0.48,0.53,0.37,0.21,0.0
jvcl.csv,0.0,0.0,0.0,0.9,0.05,0.0,0.14,0.42,0.0,0.38,0.11,0.31,0.0,0.04,0.07,0.17,0.16,0.3,0.0,0.0
kaffeine.csv,0.05,0.13,0.05,0.0,0.97,0.13,0.7,0.0,0.33,0.47,0.09,0.17,0.41,0.21,0.21,0.38,0.41,0.24,0.44,0.13
m-m-m.csv,0.72,0.52,0.54,0.42,0.63,0.7,0.52,0.98,0.31,0.75,0.34,0.09,0.2,0.4,0.62,0.74,0.42,0.56,0.55,0.89
motu.csv,0.55,0.43,0.28,0.28,0.07,0.11,0.2,0.21,0.12,0.0,0.35,0.63,0.2,0.12,0.14,0.93,0.34,0.11,0.0,0.0
nh3d.csv,0.0,0.0,1.0,0.0,0.02,0.0,0.05,0.0,0.35,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.06,0.0,0.0
sarasvati.csv,0.53,0.18,0.77,0.45,0.39,0.85,0.0,0.05,0.12,0.92,0.45,0.65,0.0,0.49,0.5,0.26,0.5,0.0,0.41,0.0
taokgame.csv,0.54,0.0,0.0,0.15,0.17,0.21,0.1,0.02,0.92,0.0,0.0,0.0,0.0,0.09,0.0,0.18,0.37,0.11,0.31,0.0
wgs-assembler.csv,0.0,0.97,0.51,0.62,0.15,0.4,0.25,0.21,0.44,0.91,0.45,0.45,0.2,0.52,0.49,0.41,0.42,0.11,0.11,0.0
