,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,carabiner.csv,free-evolution.csv,jfreechart.csv
anaxagora.csv,0.0,0.09,0.06,0.2,0.25,0.09,0.23,0.07,0.34,0.03,0.18,0.06,0.12,0.28,0.2,0.3,0.89,0.25,0.1,0.0
blogentis.csv,0.22,0.48,0.0,0.22,0.3,0.24,0.96,0.32,0.0,0.0,0.54,0.21,0.18,0.62,0.38,0.42,0.16,0.15,0.22,0.0
carabiner.csv,0.07,0.51,0.02,0.18,0.51,0.17,0.5,0.33,0.24,0.0,0.41,0.0,0.12,0.77,0.36,0.39,0.22,0.98,0.35,0.03
continuum-ide.csv,0.18,0.4,0.02,0.08,0.28,0.13,0.43,0.26,0.0,0.5,0.5,0.0,0.0,0.49,0.94,0.3,0.35,0.09,0.19,0.0
emulemorph.csv,0.0,0.05,0.0,0.0,0.0,0.13,0.07,0.04,0.0,0.0,0.04,0.0,0.91,0.0,0.0,0.0,0.0,0.06,0.0,0.0
free-evolution.csv,0.1,0.28,0.03,0.13,0.54,0.13,0.43,0.18,0.29,0.0,0.28,0.0,0.13,0.45,0.42,0.38,0.25,0.3,1.0,0.03
gtad.csv,1.0,0.0,0.0,0.11,0.04,0.0,0.0,0.04,0.0,0.0,0.07,0.0,0.25,0.18,0.0,0.14,0.0,0.0,0.06,0.0
htmlunit.csv,0.24,0.31,0.0,0.2,0.42,0.24,0.29,0.21,0.0,0.25,0.97,0.15,0.15,0.55,0.36,0.31,0.21,0.31,0.12,0.08
jaxen.csv,0.0,0.27,0.0,0.19,0.12,0.33,0.15,0.0,0.0,0.0,0.11,1.0,0.22,0.24,0.0,0.12,0.15,0.09,0.06,0.0
jsr308-langtools.csv,0.1,0.45,0.0,0.22,0.54,0.19,0.34,0.34,0.18,0.0,0.52,0.4,0.07,1.0,0.42,0.31,0.28,0.39,0.2,0.0
jvcl.csv,0.0,0.0,0.0,0.93,0.08,0.0,0.12,0.54,0.0,0.04,0.1,0.05,0.0,0.06,0.11,0.09,0.08,0.24,0.0,0.0
kaffeine.csv,0.05,0.53,0.02,0.18,0.98,0.12,0.48,0.91,0.21,0.04,0.46,0.11,0.12,0.76,0.46,0.39,0.28,0.46,0.37,0.02
m-m-m.csv,0.08,0.43,0.03,0.12,0.74,0.19,0.34,0.99,0.1,0.05,0.38,0.11,0.04,0.52,0.48,0.46,0.27,0.43,0.37,0.05
motu.csv,0.29,0.37,0.01,0.09,0.12,0.09,0.21,0.3,0.06,0.0,0.37,0.25,0.22,0.17,0.15,0.96,0.33,0.14,0.0,0.0
nh3d.csv,0.0,0.0,1.0,0.0,0.04,0.0,0.08,0.0,0.32,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.09,0.0,0.0
sarasvati.csv,0.08,0.23,0.11,0.15,0.64,0.9,0.0,0.08,0.12,0.1,0.35,0.67,0.0,0.54,0.41,0.17,0.23,0.0,0.27,0.0
taokgame.csv,0.12,0.0,0.0,0.12,0.25,0.12,0.1,0.04,0.95,0.0,0.0,0.0,0.0,0.12,0.0,0.13,0.23,0.14,0.34,0.0
wgs-assembler.csv,0.0,0.97,0.02,0.2,0.22,0.18,0.24,0.29,0.24,0.09,0.44,0.19,0.07,0.6,0.4,0.29,0.29,0.15,0.13,0.0
