,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,2,1,2,2,1,mclient-mume.csv
44,3,1,4,9,9,jam-daq.csv
43,4,2,5,13,12,foursquared.csv
50,5,2,6,13,13,matrex.csv
19,6,2,8,16,19,gabel.csv
15,7,6,4,5,11,e-bio-flow.csv
24,8,1,4,8,7,forester-atv.csv
22,10,0,0,1,0,atunes.csv
14,11,2,2,5,5,fluent-nhibernate.csv
49,13,1,3,9,9,jaql.csv
51,14,1,2,5,4,yafdotnet.csv
17,16,2,9,14,17,growl-for-windows.csv
21,17,3,1,2,2,mob-sen-plat.csv
12,18,0,2,8,11,igarden.csv
52,22,2,2,1,1,jajuk.csv
42,23,2,3,11,12,zealos.csv
41,24,7,2,2,8,elateportal.csv
53,25,1,2,8,9,ondex.csv
23,26,1,10,19,19,customsagetv.csv
13,27,8,5,8,14,pgui.csv
20,28,3,9,13,15,etics.csv
16,29,10,9,9,16,botsnscouts.csv
33,30,2,8,18,17,aztec.csv
29,31,1,3,5,5,lockss.csv
4,32,0,0,2,1,yarp.csv
11,33,5,9,10,14,playerstage.csv
10,34,9,9,10,15,sepgsql.csv
5,35,3,6,19,19,jcae.csv
28,36,3,4,6,11,jaolt.csv
34,37,3,1,4,6,avifile.csv
27,38,1,13,17,17,genoviz.csv
35,39,5,7,14,19,ktc.csv
46,40,2,2,1,2,xinity.csv
39,41,4,3,4,5,xtreemfs.csv
26,43,2,5,12,13,lite.csv
25,44,3,1,4,8,glas.csv
18,45,2,2,5,6,loki-lib.csv
38,46,2,4,2,5,wxlua.csv
47,47,1,12,20,19,reaper-ecad.csv
40,48,1,3,11,12,retromenu.csv
45,49,2,1,1,1,ambulant.csv
2,50,4,3,6,10,olsrd.csv
7,51,2,3,9,8,utgb.csv
36,52,1,4,8,9,log4net.csv
32,53,4,8,9,14,opentibia.csv
31,54,4,7,10,13,irplus.csv
37,55,1,1,2,1,silvertree.csv
6,56,3,4,8,14,arm-webradio.csv
3,57,6,8,9,14,gwanted.csv
8,58,1,7,12,11,emulemorph.csv
1,59,1,8,18,16,alembik.csv
9,60,1,9,19,18,nassp.csv
0,61,2,3,6,7,skia.csv
30,62,1,7,19,19,taokgame.csv
