,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.78,0.39,0.9,0.62,0.86,0.82,0.68,0.57,1.0,0.96,1.01,0.92,0.69,0.8,0.84
chaperon.csv,0.42,0.65,1.01,0.65,0.78,0.86,0.67,1.17,0.1,0.58,0.46,1.1,0.8,0.93,0.72
co-ode-owl-plugins.csv,0.7,0.7,0.3,0.64,0.77,0.72,0.62,0.62,1.28,0.68,0.55,0.5,0.7,0.66,0.92
e-bio-flow.csv,0.82,0.68,0.79,0.62,0.75,0.4,0.62,0.56,1.16,0.7,0.39,0.56,0.7,0.64,0.86
free-evolution.csv,0.44,0.81,0.92,0.91,0.74,0.65,0.66,0.96,0.34,0.63,0.64,0.59,1.08,0.49,0.69
jaxlib.csv,0.88,0.83,0.36,0.95,0.73,0.82,0.74,0.04,1.05,0.77,1.04,0.57,0.77,0.58,0.92
jmonkeyengine.csv,0.75,0.85,0.65,0.49,0.76,0.78,0.68,0.51,0.95,0.86,1.09,1.02,0.73,0.89,0.8
jmule.csv,0.68,0.66,0.92,0.83,0.89,0.64,0.6,0.96,1.03,0.66,0.52,0.47,0.56,0.63,0.19
kaffeine.csv,0.2,0.62,0.86,0.68,1.02,0.71,0.66,0.94,0.62,0.76,0.54,0.11,0.7,0.64,0.58
nodal.csv,0.84,0.63,0.86,0.77,0.73,0.65,0.69,0.52,0.78,0.39,1.02,0.64,0.38,0.82,0.67
ogrehg.csv,0.8,0.64,0.57,0.63,0.72,0.75,0.42,0.87,0.79,0.92,1.12,1.1,0.45,0.69,0.86
onotoa.csv,0.8,0.69,0.3,0.67,0.57,0.74,0.49,0.58,1.03,0.78,0.36,0.49,0.68,0.7,1.0
papertoolkit.csv,0.65,0.68,0.7,0.85,0.77,0.82,0.69,0.67,1.0,0.88,0.55,0.76,0.18,0.88,0.71
