,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.26,0.75,0.13,0.44,0.19,0.24,0.39,0.53,0.0,0.05,0.0,0.1,0.37,0.25,0.2
chaperon.csv,0.63,0.48,0.28,0.61,0.26,0.23,0.51,0.0,0.98,0.52,0.85,0.0,0.36,0.14,0.52
co-ode-owl-plugins.csv,0.36,0.6,0.75,0.47,0.57,0.61,0.59,0.75,0.0,0.4,0.8,0.56,0.37,0.43,0.1
e-bio-flow.csv,0.22,0.62,0.26,0.48,0.38,0.71,0.45,0.54,0.0,0.39,0.89,0.5,0.37,0.43,0.2
free-evolution.csv,0.62,0.54,0.4,0.34,0.49,0.61,0.53,0.17,0.75,0.65,0.74,0.46,0.0,0.66,0.68
jaxlib.csv,0.15,0.27,0.73,0.07,0.59,0.27,0.31,0.99,0.25,0.52,0.0,0.49,0.36,0.55,0.1
jmonkeyengine.csv,0.59,0.47,0.66,0.6,0.57,0.56,0.63,0.55,0.28,0.43,0.0,0.0,0.65,0.41,0.52
jmule.csv,0.4,0.67,0.39,0.5,0.44,0.59,0.65,0.17,0.26,0.61,0.82,0.58,0.64,0.53,0.88
kaffeine.csv,0.84,0.66,0.42,0.64,0.0,0.61,0.64,0.24,0.66,0.58,0.81,0.91,0.68,0.61,0.71
nodal.csv,0.21,0.45,0.25,0.32,0.48,0.5,0.42,0.82,0.29,0.68,0.0,0.41,0.7,0.25,0.42
ogrehg.csv,0.24,0.64,0.61,0.56,0.39,0.58,0.69,0.44,0.29,0.11,0.0,0.0,0.68,0.37,0.24
onotoa.csv,0.24,0.59,0.75,0.47,0.66,0.5,0.66,0.78,0.0,0.26,0.9,0.57,0.38,0.37,0.0
papertoolkit.csv,0.4,0.4,0.42,0.2,0.3,0.33,0.4,0.71,0.0,0.16,0.8,0.28,0.96,0.15,0.42
