,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.56,0.0,0.57,0.5,0.49,0.0,0.29,0.62,0.0,0.57,0.69,0.0,0.21,0.0,0.65,0.54,0.8,0.18,0.55,0.64
badtrinity-zero.csv,0.35,0.0,0.5,0.69,0.44,0.02,0.46,0.7,0.69,0.55,0.05,0.53,0.11,0.0,0.36,0.62,0.61,0.0,0.54,0.66
boost.csv,0.43,0.52,0.74,0.55,0.62,0.74,0.38,0.59,0.72,0.53,0.29,0.69,0.61,0.58,0.67,0.55,0.69,0.47,0.63,0.56
critterding.csv,0.6,0.64,0.09,0.36,0.32,0.52,0.05,0.46,0.67,0.26,0.36,0.61,0.3,0.53,0.27,0.57,0.42,0.82,0.21,0.24
enzo.csv,0.47,0.51,0.67,0.27,0.58,0.5,0.39,0.59,0.0,0.38,0.47,0.27,0.56,0.68,0.53,0.17,0.59,0.82,0.47,0.29
etics.csv,0.44,0.59,0.71,0.35,0.52,0.63,0.18,0.5,0.61,0.57,0.38,0.39,0.59,0.56,0.69,0.43,0.76,0.28,0.2,0.33
fmri-dmt.csv,0.55,0.49,0.5,0.47,0.51,0.21,0.28,0.46,0.49,0.29,0.34,0.38,0.59,0.44,0.44,0.31,0.33,0.17,0.95,0.44
genecys.csv,0.63,0.64,0.34,0.59,0.45,0.62,0.45,0.46,0.68,0.55,0.49,0.55,0.53,0.0,0.67,0.46,0.21,0.36,0.45,0.45
gusanos.csv,0.33,0.64,0.65,0.56,0.63,0.73,0.18,0.7,0.62,0.38,0.53,0.56,0.62,0.8,0.65,0.6,0.73,0.05,0.61,0.72
kftpgrabber.csv,0.1,0.54,0.27,0.34,0.49,0.71,0.12,0.35,0.31,0.66,0.38,0.45,0.49,0.66,0.62,0.41,0.81,0.15,0.35,0.51
kvs.csv,0.34,0.28,0.57,0.34,0.12,0.24,0.72,0.32,0.02,0.36,0.29,0.45,0.0,0.28,0.4,0.28,0.16,0.65,0.44,0.27
mcore3d.csv,0.04,0.41,0.1,0.41,0.69,0.54,0.57,0.5,0.56,0.62,0.29,0.15,0.63,0.46,0.62,0.44,0.59,0.15,0.49,0.51
modplug.csv,0.52,0.54,0.21,0.57,0.32,0.54,0.6,0.62,0.76,0.55,0.47,0.56,0.13,0.55,0.27,0.81,0.49,0.69,0.41,0.55
monetdb.csv,0.44,0.44,0.1,0.36,0.53,0.41,0.06,0.19,0.34,0.6,0.62,0.34,0.31,0.42,0.62,0.5,0.67,0.09,0.2,0.51
ogrehg.csv,0.35,0.51,0.69,0.52,0.66,0.73,0.23,0.68,0.84,0.71,0.59,0.5,0.55,0.58,0.72,0.62,0.64,0.6,0.71,0.54
passwordsafe.csv,0.44,0.54,0.65,0.63,0.61,0.64,0.28,0.72,0.82,0.7,0.56,0.68,0.68,0.57,0.8,0.74,0.65,0.35,0.45,0.7
projecteqemu.csv,0.66,0.43,0.7,0.42,0.5,0.72,0.12,0.51,0.57,0.57,0.38,0.43,0.49,0.5,0.74,0.57,0.69,0.71,0.84,0.54
quarkplayer.csv,0.23,0.11,0.49,0.29,0.31,0.12,0.36,0.24,0.07,0.07,0.1,0.38,0.79,0.15,0.26,0.13,0.12,0.37,0.51,0.14
reactos-mirror.csv,0.63,0.67,0.27,0.58,0.59,0.67,0.53,0.59,0.65,0.72,0.62,0.58,0.53,0.58,0.72,0.69,0.77,0.57,0.58,0.65
xbplayer.csv,0.34,0.52,0.43,0.62,0.45,0.67,0.39,0.48,0.59,0.54,0.73,0.69,0.56,0.47,0.6,0.6,0.76,0.15,0.76,0.47
