,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.41,0.44,0.58,0.55,0.57,0.41,0.93,0.52,0.44,0.48,0.79,0.45,0.97,0.42,0.5,0.57,0.44,0.94,0.36,0.58
badtrinity-zero.csv,0.87,0.0,0.53,0.43,0.62,0.0,0.43,0.5,0.41,0.37,0.43,0.49,0.88,0.0,0.93,0.4,0.49,0.0,0.69,0.41
boost.csv,0.77,0.53,0.48,0.59,0.43,0.43,0.6,0.5,0.38,0.53,0.74,0.56,0.56,0.4,0.38,0.42,0.43,0.53,0.38,0.54
critterding.csv,0.52,0.62,0.39,0.48,0.44,0.51,0.39,0.45,0.42,0.41,0.43,0.54,0.43,0.47,0.36,0.45,0.42,0.34,0.31,0.43
enzo.csv,0.41,0.47,0.46,0.45,0.44,0.41,0.4,0.42,0.42,0.43,0.41,0.47,0.42,0.4,0.42,0.38,0.44,0.36,0.32,0.42
etics.csv,0.83,0.63,0.5,0.74,0.53,0.55,0.83,0.72,0.38,0.52,0.92,0.73,0.97,0.49,0.5,0.59,0.5,0.76,0.63,0.95
fmri-dmt.csv,0.63,0.7,0.49,0.63,0.63,0.44,0.8,0.67,0.91,0.98,0.75,0.53,0.56,0.62,0.89,0.6,0.74,0.51,0.79,0.67
genecys.csv,0.49,0.52,0.47,0.52,0.45,0.55,0.52,0.53,0.46,0.44,0.5,0.54,0.54,0.41,0.6,0.44,0.44,0.55,0.35,0.78
gusanos.csv,0.82,0.51,0.46,0.49,0.38,0.44,0.64,0.47,0.42,0.37,0.55,0.46,0.51,0.41,0.55,0.39,0.41,0.75,0.39,0.47
kftpgrabber.csv,0.98,0.44,0.75,0.62,0.44,0.36,0.88,0.58,0.5,0.36,0.86,0.47,0.55,0.38,0.42,0.5,0.4,0.92,0.43,0.52
kvs.csv,0.61,0.62,0.5,0.72,0.93,0.68,0.59,0.66,0.5,0.61,0.68,0.54,0.94,0.68,0.62,0.72,0.88,0.4,0.33,0.77
mcore3d.csv,0.96,0.43,0.5,0.63,0.43,0.45,0.4,0.49,0.42,0.42,0.59,0.96,0.48,0.47,0.35,0.52,0.42,0.92,0.39,0.46
modplug.csv,0.39,0.44,0.4,0.44,0.4,0.41,0.34,0.47,0.4,0.34,0.43,0.44,0.4,0.41,0.4,0.42,0.4,0.41,0.32,0.43
monetdb.csv,0.56,0.72,0.5,0.59,0.51,0.93,0.83,0.97,0.78,0.48,0.93,0.65,0.62,0.73,0.58,0.54,0.49,0.88,0.88,0.61
ogrehg.csv,0.94,0.67,0.52,0.53,0.44,0.4,0.64,0.51,0.4,0.4,0.62,0.56,0.47,0.48,0.4,0.41,0.43,0.44,0.45,0.6
passwordsafe.csv,0.78,0.65,0.46,0.51,0.45,0.52,0.53,0.53,0.4,0.42,0.55,0.52,0.55,0.46,0.42,0.48,0.43,0.61,0.37,0.59
projecteqemu.csv,0.47,0.7,0.5,0.67,0.59,0.42,0.8,0.61,0.35,0.43,0.93,0.61,0.7,0.54,0.47,0.45,0.49,0.39,0.42,0.68
quarkplayer.csv,0.99,0.83,0.59,0.98,0.9,0.93,0.61,0.94,0.75,0.96,0.96,0.93,0.88,0.95,0.88,0.9,0.95,0.7,0.62,0.96
reactos-mirror.csv,0.57,0.52,0.4,0.51,0.44,0.52,0.49,0.46,0.37,0.37,0.57,0.46,0.5,0.46,0.41,0.44,0.45,0.44,0.33,0.54
xbplayer.csv,0.65,0.45,0.67,0.43,0.53,0.47,0.68,0.46,0.41,0.59,0.46,0.49,0.48,0.44,0.34,0.37,0.37,0.92,0.42,0.59
