,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.81,0.76,0.8,0.73,0.36
freenet.csv,0.8,0.76,0.65,0.62,0.31
mediaportal.csv,0.61,0.48,0.32,0.46,0.42
onotoa.csv,0.59,0.45,0.77,0.26,0.21
sqlpower-library.csv,0.77,0.75,0.82,0.67,0.32
