,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.33,0.32,0.33,0.44,0.39
freenet.csv,0.45,0.42,0.44,0.34,0.4
mediaportal.csv,0.48,0.63,0.7,0.67,0.56
onotoa.csv,0.57,0.81,0.46,0.91,0.64
sqlpower-library.csv,0.41,0.38,0.41,0.31,0.37
