,id,count_recall,count_precision,count_pf,cdom_score,bellwether
48,2,2,1,1,1,logicmail.csv
44,3,1,3,10,9,jam-daq.csv
43,4,1,8,13,12,jaxlib.csv
50,5,1,7,14,13,jmoney.csv
19,6,1,8,19,19,icescrum.csv
15,7,1,6,10,11,mule.csv
24,8,2,5,7,7,forester-atv.csv
22,10,1,1,1,0,atunes.csv
14,11,3,2,3,5,columba.csv
49,13,2,2,6,9,megameknet.csv
51,14,3,2,2,4,yafdotnet.csv
17,16,1,13,18,17,rocrail.csv
21,17,2,1,2,2,kmatplot.csv
12,18,3,2,4,11,pi-qmc.csv
52,22,2,2,1,1,jajuk.csv
42,23,1,3,9,12,vars-redux.csv
41,24,1,3,8,8,metacosm.csv
53,25,1,3,10,9,zact.csv
23,26,1,7,19,19,customsagetv.csv
13,27,2,8,13,14,netatalk.csv
20,28,1,7,16,15,biodwh.csv
16,29,5,9,13,16,geogebra.csv
33,30,1,9,18,17,pentahoanalysistool.csv
29,31,1,4,6,5,tolven.csv
4,32,1,1,1,1,raygina.csv
11,33,4,10,11,14,wxcrp.csv
10,34,8,8,9,15,arcallians.csv
5,35,1,10,20,19,alpine.csv
28,36,3,4,8,11,ossbuild.csv
34,37,2,1,5,6,gogoego.csv
27,38,1,13,17,17,genoviz.csv
35,39,2,11,19,19,vapor.csv
46,40,1,2,2,2,xinity.csv
39,41,4,4,4,5,sigil.csv
26,43,1,7,13,13,codepurge.csv
25,44,1,3,9,8,powerfolder-.csv
18,45,2,3,6,6,quarkplusplus.csv
38,46,1,6,6,5,graphmak.csv
47,47,1,11,20,19,pixel-commandos.csv
40,48,1,5,12,12,retromenu.csv
45,49,1,1,1,1,agilitybook.csv
2,50,4,6,5,10,electric-core.csv
7,51,1,5,9,8,stemkit.csv
36,52,1,4,10,9,adobe-source.csv
32,53,6,10,10,14,algebsql.csv
31,54,1,7,13,13,wxcode.csv
37,55,1,2,2,1,silvertree.csv
6,56,1,5,8,14,rtrt-on-gpu.csv
3,57,5,9,9,14,gwanted.csv
8,58,1,6,12,11,emulemorph.csv
1,59,1,12,18,16,alembik.csv
9,60,1,9,19,18,maidsafe-dht.csv
0,61,1,3,8,7,gmerlin.csv
30,62,1,9,20,19,gtad.csv
