,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.52,0.78,0.97,0.6,0.57,0.55
nsis.csv,0.2,1.0,0.23,0.62,0.53,0.34
papertoolkit.csv,0.0,0.0,0.0,1.0,0.06,0.0
plearn.csv,0.92,0.22,0.41,0.38,0.42,0.24
qdvdauthor.csv,0.56,0.59,0.29,0.38,0.99,0.53
tango-cs.csv,0.48,0.38,0.17,0.92,0.49,0.98
