,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.54,0.52,0.96,0.57,0.36,0.46
nsis.csv,0.42,0.49,0.45,0.38,0.43,0.6
papertoolkit.csv,0.67,0.0,0.83,0.67,0.5,0.0
plearn.csv,0.74,0.9,0.75,0.9,0.48,0.87
qdvdauthor.csv,0.49,0.57,0.74,0.83,0.44,0.48
tango-cs.csv,0.65,0.65,0.44,0.57,0.56,0.57
