,ns-3.csv,rsyslog.csv,httpcontentparser.csv,myfaces.csv,wow-qrsk.csv,echongl.csv,megameknet.csv,ondex.csv,hibernate.csv,pixel-commandos.csv,emite.csv,geogebra.csv
echongl.csv,196.0,85.5,98.5,99.0,2968.5,98.5,193.0,436.5,2234.0,98.5,98.5,99.0
emite.csv,99.0,0.0,99.0,292.5,369.0,98.5,98.5,456.5,96.5,183.0,98.5,99.0
geogebra.csv,195.0,490.0,99.0,489.0,1819.0,197.5,99.0,486.5,688.5,98.5,95.5,99.0
hibernate.csv,99.0,279.0,99.0,957.0,649.5,197.5,99.0,682.0,1246.5,98.5,98.5,99.0
httpcontentparser.csv,98.5,0.0,98.5,391.0,643.5,0.0,98.5,781.0,1474.0,97.5,98.5,99.0
megameknet.csv,99.0,490.0,99.0,586.5,7445.5,197.5,99.0,682.0,1182.5,98.5,97.5,99.0
myfaces.csv,93.5,279.0,99.0,388.5,91.5,197.5,99.0,485.5,1076.0,97.5,95.5,99.0
ns-3.csv,99.0,579.5,99.0,586.5,5156.0,97.5,99.0,581.5,786.5,97.5,93.5,99.0
ondex.csv,99.0,69.0,99.0,680.0,275.5,98.5,99.0,553.0,1344.0,97.5,93.5,99.0
pixel-commandos.csv,169.0,184.5,99.0,93.5,2097.5,96.5,96.0,573.0,2709.0,98.5,412.5,99.0
rsyslog.csv,98.5,186.0,99.0,99.0,5179.0,197.5,99.0,682.0,2168.5,98.5,98.5,99.0
wow-qrsk.csv,99.0,50.5,179.0,680.0,560.0,0.0,99.0,781.0,871.0,514.5,83.5,99.0
