,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.25,0.08,0.24,0.34,0.04,0.38,0.23,0.24,0.32,0.15,0.36,0.57,0.46,0.96,0.1
fmri-dmt.csv,0.05,0.0,0.08,0.04,0.0,0.0,0.91,0.19,0.0,0.15,0.0,0.03,0.12,0.61,0.0
ftm.csv,0.19,0.08,0.57,0.52,0.0,0.31,0.15,0.24,0.38,0.32,0.58,0.55,0.99,0.32,0.17
fulguro.csv,0.31,0.05,0.3,0.08,0.0,0.0,0.17,0.22,0.2,0.05,0.23,0.14,0.39,0.55,0.84
gss.csv,0.15,0.11,0.39,0.47,0.03,0.41,0.18,0.42,0.28,0.39,0.98,0.61,0.55,0.4,0.24
illumination.csv,0.11,0.08,0.41,0.44,0.05,0.38,0.25,0.34,0.32,0.94,0.63,0.18,0.34,0.23,0.0
ldview.csv,0.18,0.11,0.98,0.51,0.0,0.46,0.17,0.26,0.44,0.24,0.43,0.23,0.49,0.59,0.12
monetdb.csv,0.21,0.09,0.45,0.99,0.0,0.49,0.07,0.06,0.4,0.22,0.39,0.43,0.54,0.41,0.1
netatalk.csv,0.25,0.13,0.23,0.3,0.0,0.97,0.28,0.21,0.29,0.2,0.54,0.35,0.41,0.31,0.13
olex2.csv,0.18,0.12,0.34,0.57,0.0,0.44,0.24,0.28,0.35,0.29,0.32,0.98,0.54,0.37,0.21
qpe.csv,0.96,0.03,0.25,0.19,0.0,0.21,0.07,0.24,0.28,0.19,0.5,0.26,0.37,0.05,0.11
quark.csv,0.09,0.0,0.23,0.27,0.0,0.0,0.22,0.0,1.0,0.11,0.29,0.18,0.37,0.16,0.0
sepgsql.csv,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.12,0.09,0.0,0.0,0.0
synergyspace.csv,0.23,0.05,0.22,0.38,0.0,0.38,0.2,0.98,0.27,0.12,0.32,0.52,0.63,0.49,0.13
