,qpe.csv,sepgsql.csv,ldview.csv,monetdb.csv,xpontus.csv,netatalk.csv,fmri-dmt.csv,synergyspace.csv,quark.csv,illumination.csv,gss.csv,olex2.csv,ftm.csv,arm-webradio.csv,fulguro.csv
arm-webradio.csv,0.16,0.05,0.31,0.45,0.02,0.33,0.15,0.2,0.25,0.12,0.57,0.51,0.47,0.94,0.07
fmri-dmt.csv,1.0,0.0,0.25,0.17,0.0,0.0,1.0,0.5,0.0,0.22,0.0,0.2,0.57,0.81,0.0
ftm.csv,0.11,0.04,0.57,0.43,0.0,0.28,0.09,0.25,0.26,0.23,0.64,0.63,1.0,0.25,0.1
fulguro.csv,0.33,0.03,0.42,1.0,0.0,0.0,0.17,0.25,0.29,0.05,0.8,0.45,0.45,0.75,1.0
gss.csv,0.08,0.06,0.36,0.35,0.01,0.28,0.1,0.29,0.19,0.24,1.0,0.51,0.49,0.25,0.15
illumination.csv,0.07,0.05,0.36,0.41,0.02,0.3,0.17,0.25,0.24,0.94,0.71,0.39,0.58,0.15,0.0
ldview.csv,0.13,0.06,1.0,0.44,0.0,0.5,0.11,0.29,0.35,0.2,0.62,0.5,0.51,0.84,0.08
monetdb.csv,0.12,0.05,0.38,1.0,0.0,0.37,0.04,0.05,0.26,0.18,0.56,0.49,0.49,0.28,0.1
netatalk.csv,0.17,0.07,0.6,0.35,0.0,0.93,0.17,0.23,0.21,0.23,1.0,0.7,0.59,0.47,0.1
olex2.csv,0.11,0.07,0.43,0.54,0.0,0.39,0.14,0.24,0.21,0.28,0.86,0.98,0.59,0.35,0.14
qpe.csv,1.0,0.02,0.26,0.4,0.0,0.4,0.04,0.26,0.19,0.21,0.79,0.59,0.39,0.33,0.08
quark.csv,0.29,0.0,0.6,0.36,0.0,0.0,0.33,0.0,1.0,0.5,1.0,0.75,0.64,1.0,0.0
sepgsql.csv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.67,0.5,0.0,0.0,0.0
synergyspace.csv,0.15,0.03,0.25,0.52,0.0,0.25,0.12,1.0,0.18,0.13,0.75,0.68,0.5,0.64,0.11
