,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.38,0.95,0.15,0.33,0.23,0.61,0.07
libtorrent.csv,0.72,0.73,0.89,0.47,0.82,1.0,0.93
mcmc-jags.csv,0.59,0.55,0.37,0.93,0.64,0.69,0.33
nebuladevice.csv,0.2,0.14,0.15,0.2,0.17,0.15,0.93
olap-navigator.csv,0.98,0.68,0.7,0.47,0.46,0.52,0.27
pidgin.csv,0.54,0.77,0.89,0.53,0.98,0.63,0.93
sepgsql.csv,0.21,0.27,0.89,0.2,0.14,0.1,0.0
