,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.65,0.0,0.2,0.53
repositorium.csv,0.14,0.31,0.12,0.38
simplewebservices.csv,0.48,0.1,0.26,0.58
xbg.csv,0.0,0.0,0.24,0.35
