,foursquared.csv,repositorium.csv,xbg.csv,simplewebservices.csv
foursquared.csv,0.0,96.0,2.0,1.0
repositorium.csv,7.0,3.0,12.0,0.0
simplewebservices.csv,2.0,3.0,3.0,0.0
xbg.csv,69.0,96.0,6.0,0.0
