,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.55,1.0,0.56,0.6,0.5,0.62,0.61,0.57,0.45,0.34,0.64,0.56,0.58,0.25,0.55,0.5,0.52,0.64,0.57
boost-sandbox.csv,0.5,0.0,0.0,0.46,0.39,0.27,0.04,0.99,0.46,0.62,0.42,0.2,0.45,0.58,0.47,0.09,0.46,0.28,0.34
dspace-gsoc.csv,0.33,0.54,0.0,0.33,0.13,0.38,0.2,0.14,0.17,0.78,0.47,0.04,0.34,0.0,0.95,0.33,0.1,0.55,0.25
enlightenment.csv,0.49,0.53,0.34,0.72,0.68,0.53,0.98,0.59,0.43,0.42,0.51,0.61,0.59,0.25,0.65,0.54,0.59,0.73,0.65
fceugc.csv,0.47,0.15,0.69,0.48,0.57,0.35,0.42,0.24,0.39,0.33,1.0,0.6,0.25,0.38,0.2,0.13,0.42,0.55,0.53
gnukeda.csv,0.56,0.71,0.59,0.58,0.72,0.98,0.56,0.53,0.47,0.24,0.64,0.79,0.56,0.45,0.67,0.64,0.62,0.67,0.71
jaolt.csv,0.65,0.58,0.88,0.57,0.51,0.48,0.42,0.2,0.63,0.65,0.71,0.64,0.99,0.26,0.35,0.53,0.67,0.73,0.62
knowledge.csv,0.27,0.61,0.0,0.09,1.0,0.52,0.39,0.13,0.0,0.0,0.27,0.48,0.59,0.17,0.21,0.09,0.56,0.45,0.09
kowari.csv,0.33,0.31,0.69,0.26,0.43,0.37,0.43,0.11,0.17,0.88,0.48,0.66,0.23,0.13,0.0,0.13,0.18,0.29,0.52
lufa-lib.csv,0.38,0.31,0.51,0.44,0.66,0.5,0.53,0.54,0.33,0.0,0.4,0.41,0.48,0.57,0.29,0.98,0.5,0.64,0.44
maidsafe-dht.csv,0.94,0.0,0.7,0.28,0.23,0.36,0.07,0.15,0.26,0.6,0.28,0.54,0.19,0.0,0.13,0.07,0.35,0.54,0.4
pixel-commandos.csv,0.25,0.15,0.0,0.19,0.1,0.1,0.04,0.06,0.06,0.33,0.12,0.0,0.04,0.0,0.04,0.04,0.1,1.0,0.25
playerstage.csv,0.33,0.37,0.65,0.96,0.61,0.12,0.44,0.48,0.33,0.17,0.38,0.2,0.42,0.26,0.22,0.54,0.39,0.29,0.46
proftp.csv,0.34,0.46,0.0,0.19,0.28,0.25,0.26,0.39,0.53,0.53,0.37,0.97,0.44,0.0,0.4,0.29,0.39,0.55,0.28
tcvp.csv,0.4,0.09,0.0,0.14,0.17,0.45,0.33,0.07,0.54,0.32,0.52,0.51,0.29,1.0,0.07,0.13,0.3,0.54,0.33
theresa.csv,0.17,0.0,1.0,0.06,0.06,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.29,0.1
uwom.csv,0.67,0.13,0.0,0.55,0.42,0.3,0.4,0.36,0.28,0.33,0.67,0.43,0.6,0.37,0.22,0.0,0.3,0.69,0.94
xapian.csv,0.6,0.44,0.8,0.65,0.66,0.58,0.57,0.55,0.25,0.53,0.55,0.58,0.52,0.37,0.31,0.49,0.93,0.67,0.59
yaprm.csv,0.64,0.39,0.95,0.41,0.0,0.54,0.33,0.55,0.95,0.44,0.55,0.63,0.44,0.13,0.54,0.19,0.51,0.76,0.56
