,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.79,1.0,1.0,0.81,0.81,0.64,0.79,0.66,0.84,0.86,0.9,0.9,0.89,0.22,0.94,0.89,0.85,1.0,0.82
boost-sandbox.csv,0.5,0.0,0.0,0.43,0.35,0.23,0.03,0.99,0.46,0.86,0.38,0.17,0.4,0.56,0.47,0.07,0.42,0.25,0.3
dspace-gsoc.csv,0.29,0.51,0.0,0.29,0.11,0.33,0.17,0.12,0.14,0.86,0.43,0.03,0.3,0.0,0.94,0.29,0.08,0.5,0.21
enlightenment.csv,0.5,0.49,0.33,0.79,0.82,0.49,0.98,0.61,0.76,0.86,0.48,0.7,0.81,0.22,0.81,0.54,0.58,0.75,0.68
fceugc.csv,0.43,0.12,0.67,0.45,0.56,0.31,0.38,0.2,0.35,0.29,1.0,0.7,0.21,0.33,0.17,0.11,0.38,0.5,0.51
gnukeda.csv,0.71,0.73,1.0,0.76,0.76,0.97,0.55,0.78,0.46,1.0,0.71,0.93,0.85,0.44,0.78,0.74,0.65,0.75,0.8
jaolt.csv,0.64,0.59,1.0,0.59,0.47,0.44,0.38,0.17,0.76,0.86,0.81,0.7,0.99,0.22,0.31,0.5,0.69,0.75,0.62
knowledge.csv,1.0,0.98,1.0,1.0,1.0,0.9,0.89,0.95,0.97,0.86,0.9,0.97,0.92,0.89,0.97,0.97,0.88,1.0,0.98
kowari.csv,0.29,0.27,0.67,0.22,0.39,0.36,0.4,0.09,0.14,0.86,0.43,0.7,0.19,0.11,0.0,0.11,0.15,0.25,0.49
lufa-lib.csv,0.36,0.29,0.67,0.4,0.63,0.51,0.52,0.58,0.3,0.0,0.38,0.37,0.47,0.78,0.25,0.98,0.5,0.75,0.4
maidsafe-dht.csv,0.93,0.0,0.67,0.24,0.19,0.31,0.06,0.12,0.22,0.57,0.24,0.5,0.16,0.0,0.11,0.06,0.31,0.5,0.35
pixel-commandos.csv,0.21,0.12,0.0,0.16,0.08,0.08,0.03,0.05,0.05,0.29,0.1,0.0,0.03,0.0,0.03,0.03,0.08,1.0,0.21
playerstage.csv,0.29,0.32,0.67,0.95,0.56,0.1,0.4,0.48,0.3,0.14,0.33,0.17,0.37,0.22,0.19,0.59,0.35,0.25,0.43
proftp.csv,0.29,0.46,0.0,0.16,0.24,0.21,0.22,0.35,0.49,0.57,0.33,0.97,0.41,0.0,0.36,0.26,0.35,0.5,0.24
tcvp.csv,0.36,0.07,0.0,0.12,0.15,0.44,0.29,0.06,0.51,0.29,0.48,0.47,0.25,1.0,0.06,0.11,0.27,0.5,0.29
theresa.csv,0.14,0.0,1.0,0.05,0.05,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.25,0.08
uwom.csv,0.93,0.9,0.0,0.52,0.58,0.69,0.36,0.33,0.24,0.29,0.9,0.9,0.63,0.33,0.19,1.0,0.27,1.0,0.93
xapian.csv,0.71,0.51,1.0,0.67,0.79,0.64,0.7,0.64,0.22,0.57,0.57,0.63,0.49,0.56,0.28,0.47,0.92,0.75,0.76
yaprm.csv,0.64,0.34,1.0,0.36,0.45,0.54,0.29,0.52,0.95,0.43,0.57,0.7,0.4,0.11,0.5,0.16,0.54,0.75,0.56
