,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.31,1.0,0.13,0.58,0.86,0.64,0.7,0.7,0.62,0.14,0.54,0.63,0.81,0.09,0.8,0.59,0.37,0.11,0.37
boost-sandbox.csv,0.28,0.0,0.0,0.45,0.52,0.34,0.05,1.0,0.46,0.18,0.37,0.26,0.54,0.25,0.54,0.11,0.35,0.05,0.24
dspace-gsoc.csv,0.26,0.6,0.0,0.33,0.2,0.46,0.27,0.2,0.19,0.26,0.42,0.06,0.44,0.0,0.97,0.35,0.09,0.21,0.24
enlightenment.csv,0.26,0.59,0.06,0.64,0.88,0.58,0.98,0.68,0.58,0.15,0.44,0.58,0.77,0.1,0.75,0.49,0.4,0.15,0.41
fceugc.csv,0.32,0.22,0.25,0.47,0.71,0.4,0.48,0.32,0.42,0.21,1.0,0.57,0.33,0.25,0.27,0.17,0.32,0.5,0.36
gnukeda.csv,0.3,0.74,0.13,0.55,0.85,0.99,0.6,0.76,0.47,0.16,0.51,0.73,0.79,0.15,0.75,0.59,0.4,0.11,0.44
jaolt.csv,0.43,0.62,0.23,0.52,0.63,0.54,0.49,0.26,0.63,0.18,0.56,0.6,0.99,0.17,0.41,0.51,0.46,0.16,0.41
knowledge.csv,0.33,0.78,0.11,0.59,1.0,0.7,0.71,0.83,0.65,0.13,0.48,0.64,0.83,0.18,0.79,0.59,0.39,0.09,0.36
kowari.csv,0.3,0.38,0.25,0.31,0.55,0.39,0.48,0.17,0.22,0.92,0.49,0.62,0.31,0.08,0.0,0.18,0.14,0.2,0.4
lufa-lib.csv,0.21,0.35,0.1,0.44,0.76,0.53,0.57,0.65,0.34,0.0,0.31,0.42,0.57,0.2,0.35,0.99,0.32,0.1,0.32
maidsafe-dht.csv,0.93,0.0,0.33,0.31,0.32,0.44,0.12,0.21,0.33,0.25,0.29,0.58,0.28,0.0,0.2,0.1,0.3,0.19,0.39
pixel-commandos.csv,0.3,0.22,0.0,0.26,0.15,0.14,0.06,0.09,0.1,0.16,0.15,0.0,0.05,0.0,0.05,0.06,0.14,1.0,0.33
playerstage.csv,0.24,0.47,0.16,0.97,0.72,0.17,0.5,0.57,0.35,0.07,0.44,0.23,0.51,0.14,0.29,0.5,0.34,0.1,0.33
proftp.csv,0.33,0.51,0.0,0.21,0.38,0.31,0.33,0.48,0.56,0.14,0.36,0.97,0.53,0.0,0.49,0.29,0.34,0.21,0.24
tcvp.csv,0.29,0.12,0.0,0.14,0.24,0.47,0.37,0.1,0.56,0.09,0.48,0.52,0.38,1.0,0.1,0.17,0.21,0.17,0.24
theresa.csv,0.25,0.0,0.86,0.1,0.09,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,0.2,0.14
uwom.csv,0.38,0.7,0.0,0.55,0.71,0.57,0.46,0.45,0.33,0.12,0.55,0.61,0.69,0.15,0.29,0.6,0.19,0.11,0.95
xapian.csv,0.32,0.51,0.18,0.6,0.86,0.6,0.64,0.69,0.28,0.14,0.43,0.54,0.61,0.13,0.36,0.47,0.94,0.11,0.36
yaprm.csv,0.4,0.47,0.35,0.45,0.59,0.56,0.4,0.64,0.96,0.12,0.44,0.59,0.52,0.14,0.62,0.24,0.3,0.22,0.36
