,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,36.0,7.0,0.0,0.0,4.0,1.0,0.0,9.0,10.0,8.0,17.0,1.0,4.0,0.0,3.0,1.0,23.0,16.0,0.0,3.0
cme.csv,72.0,3.0,355.0,59.0,169.0,92.0,2.0,91.0,138.0,61.0,350.0,0.0,84.0,58.0,95.0,104.0,3.0,0.0,1.0,0.0
free-evolution.csv,20.0,5.0,0.0,1.0,21.0,9.0,0.0,6.0,42.0,6.0,0.0,0.0,4.0,3.0,3.0,0.0,2.0,5.0,0.0,15.0
gtad.csv,5.0,0.0,92.0,0.0,0.0,4.0,0.0,1.0,12.0,3.0,15.0,1.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,56.0
gusanos.csv,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,4.0,4.0,0.0,56.0
kaffeine.csv,52.0,2.0,126.0,0.0,19.0,1.0,0.0,22.0,6.0,1.0,8.0,3.0,5.0,0.0,1.0,2.0,22.0,2.0,0.0,13.0
lcfizvtop.csv,39.0,3.0,0.0,0.0,11.0,0.0,0.0,3.0,20.0,1.0,5.0,1.0,13.0,1.0,3.0,6.0,11.0,6.0,0.0,4.0
m-a-d-n-e-s-s.csv,0.0,1.0,0.0,0.0,8.0,2.0,0.0,91.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,8.0,7.0,1.0,0.0
m-m-m.csv,23.0,4.0,0.0,0.0,13.0,13.0,0.0,2.0,18.0,1.0,37.0,0.0,6.0,21.0,4.0,2.0,2.0,4.0,0.0,56.0
mediaportal.csv,72.0,1.0,0.0,0.0,3.0,9.0,0.0,13.0,5.0,1.0,14.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,56.0
mvnforum.csv,32.0,8.0,0.0,0.0,6.0,15.0,0.0,2.0,0.0,1.0,18.0,1.0,2.0,8.0,2.0,8.0,19.0,5.0,0.0,56.0
myfaces.csv,29.0,3.0,136.0,0.0,8.0,8.0,0.0,24.0,6.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,8.0,4.0,1.0,10.0
nh3d.csv,55.0,4.0,0.0,0.0,24.0,15.0,0.0,2.0,22.0,1.0,37.0,0.0,4.0,0.0,3.0,2.0,636.0,16.0,0.0,24.0
ogrehg.csv,29.0,2.0,0.0,0.0,25.0,15.0,0.0,2.0,45.0,1.0,29.0,0.0,7.0,11.0,1.0,2.0,0.0,1.0,0.0,24.0
pnotepad.csv,36.0,0.0,97.0,0.0,8.0,12.0,0.0,2.0,35.0,1.0,15.0,1.0,1.0,10.0,2.0,1.0,20.0,5.0,0.0,24.0
pydev.csv,6.0,1.0,89.0,0.0,16.0,1.0,0.0,0.0,6.0,4.0,24.0,0.0,1.0,5.0,1.0,1.0,14.0,3.0,0.0,11.0
sarasvati.csv,17.0,1.0,16.0,0.0,5.0,2.0,0.0,4.0,39.0,3.0,9.0,1.0,1.0,9.0,1.0,2.0,2.0,3.0,0.0,56.0
taokgame.csv,14.0,0.0,355.0,0.0,31.0,6.0,0.0,2.0,23.0,1.0,35.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,20.0
tokratan.csv,35.0,4.0,0.0,0.0,3.0,5.0,0.0,9.0,7.0,0.0,40.0,1.0,4.0,2.0,4.0,1.0,14.0,0.0,0.0,18.0
wgs-assembler.csv,24.0,2.0,0.0,0.0,13.0,2.0,0.0,1.0,15.0,1.0,10.0,0.0,1.0,7.0,4.0,2.0,3.0,6.0,0.0,56.0
