,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.5,0.74,0.75,0.9,0.36,0.79,0.31,0.1,0.13,0.56,0.44,0.64,0.48,0.82,0.55,0.58,0.99,0.76,0.79,1.0
cme.csv,0.0,0.15,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.03,0.04,1.0
free-evolution.csv,1.0,1.0,0.5,0.41,0.73,0.79,0.29,0.9,0.4,0.44,0.9,0.5,0.52,0.18,1.0,0.92,0.92,0.58,0.75,1.0
gtad.csv,1.0,0.74,0.25,0.14,0.45,0.62,0.1,0.1,0.2,0.39,0.4,0.27,0.44,0.09,0.22,0.78,0.35,0.24,0.23,0.0
gusanos.csv,1.0,0.21,0.5,0.16,0.55,0.5,0.14,0.2,0.2,0.06,0.5,0.08,0.2,0.36,0.82,0.42,0.54,0.09,0.25,0.0
kaffeine.csv,1.0,0.23,0.25,0.82,0.73,0.88,0.49,0.2,0.87,0.83,0.85,0.79,0.88,0.91,0.81,0.92,0.95,0.67,0.92,1.0
lcfizvtop.csv,1.0,1.0,0.5,0.78,0.55,0.75,0.31,0.3,0.4,0.5,0.71,0.54,0.4,0.82,1.0,0.78,0.87,0.82,0.67,1.0
m-a-d-n-e-s-s.csv,0.5,0.74,1.0,0.12,0.27,0.54,0.25,0.0,0.33,0.22,0.21,0.24,0.68,0.09,0.06,0.75,0.28,0.09,0.1,0.2
m-m-m.csv,1.0,0.44,0.75,0.51,0.91,0.79,0.76,0.6,1.0,0.83,0.88,0.72,0.52,0.64,0.55,0.83,0.63,0.58,0.58,0.0
mediaportal.csv,0.0,0.15,1.0,0.04,0.27,0.12,0.18,0.7,0.33,0.06,0.42,0.16,0.2,0.09,0.27,0.28,0.54,0.09,0.1,0.0
mvnforum.csv,0.5,0.26,1.0,0.08,0.09,0.75,0.43,1.0,0.27,0.61,0.23,0.41,0.16,0.09,0.61,0.03,0.16,0.12,0.31,0.0
myfaces.csv,0.5,0.67,0.5,0.2,0.55,0.96,0.25,0.1,0.67,0.78,0.73,0.45,0.56,0.36,0.34,0.81,0.59,0.27,0.42,0.8
nh3d.csv,1.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16,1.0,1.0,1.0,0.97,0.0,1.0,0.9,1.0
ogrehg.csv,0.5,0.36,1.0,0.2,0.64,0.92,0.22,0.9,0.87,0.72,0.77,0.65,0.6,0.27,0.54,0.83,0.52,0.33,0.46,0.8
pnotepad.csv,1.0,0.74,0.5,0.55,0.91,0.96,0.9,1.0,0.93,0.83,0.94,0.81,0.8,0.73,0.87,1.0,0.98,0.7,0.94,1.0
pydev.csv,0.5,0.62,0.25,0.22,0.27,0.71,0.12,0.5,0.47,0.39,0.65,0.4,0.64,0.36,0.3,0.72,0.44,0.27,0.35,0.8
sarasvati.csv,0.5,0.28,0.5,0.12,0.91,0.21,0.2,0.1,0.8,0.39,0.65,0.25,0.36,0.45,0.28,0.72,0.58,0.18,0.15,0.0
taokgame.csv,0.5,0.03,0.0,0.1,0.18,0.29,0.06,1.0,0.47,0.28,0.44,0.22,0.16,0.27,0.13,0.39,0.2,0.27,0.17,0.4
tokratan.csv,1.0,0.59,1.0,0.2,0.27,0.83,0.53,0.2,0.6,0.72,0.69,0.53,0.6,0.27,0.57,0.67,0.62,0.24,0.35,0.8
wgs-assembler.csv,1.0,0.56,0.75,0.16,0.82,0.42,0.04,1.0,0.8,0.22,0.83,0.53,0.44,0.45,0.6,0.69,0.47,0.45,0.56,0.0
