,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.6,0.41,0.69,0.44,0.69,0.5,0.4,0.61,0.72,0.34,0.57,0.6,0.55,0.46,0.66,0.43,0.37,0.54,0.48,0.35
cme.csv,0.0,0.74,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.97,0.67,0.67,0.83
free-evolution.csv,0.47,0.32,0.42,0.48,0.48,0.37,0.44,0.38,0.49,0.39,0.4,0.53,0.4,0.78,0.42,0.33,0.34,0.58,0.47,0.36
gtad.csv,0.67,0.32,0.34,0.86,0.62,0.37,0.8,0.6,0.61,0.48,0.67,0.68,0.73,0.83,0.8,0.36,0.81,0.68,0.64,0.73
gusanos.csv,0.55,0.95,0.47,0.88,0.71,0.46,0.62,0.83,0.62,0.91,0.61,0.94,0.92,0.82,0.45,0.53,0.54,0.93,0.86,0.54
kaffeine.csv,0.34,0.95,0.35,0.37,0.45,0.32,0.48,0.35,0.44,0.32,0.41,0.41,0.36,0.4,0.33,0.34,0.36,0.43,0.38,0.35
lcfizvtop.csv,0.36,0.31,0.4,0.38,0.5,0.35,0.35,0.46,0.51,0.38,0.45,0.45,0.42,0.57,0.42,0.32,0.33,0.51,0.47,0.37
m-a-d-n-e-s-s.csv,0.0,0.3,0.51,0.83,0.95,0.54,0.62,0.43,0.93,0.82,0.95,0.78,0.52,0.8,0.83,0.39,0.96,0.93,0.83,0.44
m-m-m.csv,0.44,0.56,0.49,0.53,0.45,0.4,0.76,0.46,0.43,0.38,0.44,0.55,0.59,0.45,0.5,0.41,0.44,0.54,0.52,0.56
mediaportal.csv,0.75,0.92,0.51,0.5,0.92,0.86,0.55,0.41,0.71,0.5,0.85,0.97,0.89,0.8,0.82,0.94,0.54,0.75,0.8,0.62
mvnforum.csv,0.63,0.97,0.77,0.83,0.96,0.45,0.93,0.41,0.97,0.64,0.86,0.96,0.95,0.89,0.58,0.89,0.99,0.94,0.88,0.92
myfaces.csv,0.43,0.35,0.49,0.7,0.52,0.37,0.47,0.38,0.56,0.3,0.56,0.5,0.5,0.56,0.54,0.36,0.45,0.57,0.48,0.34
nh3d.csv,0.34,0.53,0.83,0.4,0.41,0.38,0.56,0.37,0.41,0.31,0.42,0.97,0.39,0.39,0.42,0.36,0.0,0.45,0.43,0.39
ogrehg.csv,0.47,0.65,0.51,0.8,0.51,0.38,0.69,0.39,0.48,0.36,0.52,0.52,0.51,0.6,0.45,0.41,0.56,0.67,0.5,0.44
pnotepad.csv,0.35,0.36,0.46,0.37,0.43,0.37,0.55,0.38,0.42,0.33,0.39,0.42,0.41,0.44,0.41,0.34,0.36,0.44,0.4,0.39
pydev.csv,0.56,0.35,0.37,0.64,0.8,0.42,0.86,0.7,0.82,0.5,0.63,0.48,0.52,0.5,0.58,0.45,0.59,0.62,0.47,0.36
sarasvati.csv,0.46,0.92,0.6,0.83,0.62,0.62,0.67,0.57,0.47,0.78,0.59,0.76,0.93,0.61,0.77,0.44,0.5,0.94,0.86,0.58
taokgame.csv,0.67,0.5,0.0,0.8,0.9,0.83,0.67,0.94,0.85,0.7,0.71,0.98,0.75,0.62,0.89,0.78,0.99,0.88,0.88,0.57
tokratan.csv,0.39,0.38,0.51,0.73,0.96,0.4,0.5,0.39,0.74,0.37,0.56,0.49,0.52,0.7,0.43,0.44,0.47,0.94,0.59,0.49
wgs-assembler.csv,0.49,0.49,0.86,0.88,0.44,0.64,0.5,0.59,0.43,0.9,0.43,0.64,0.76,0.68,0.48,0.42,0.62,0.64,0.53,0.86
