,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.02,0.34,0.01,0.8,0.08,0.53,0.8,0.04,0.07,0.24,0.22,0.33,0.2,0.18,0.61,0.45,0.19,0.21,0.79,0.16
cme.csv,0.0,0.19,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.29,0.33,0.67,0.83
free-evolution.csv,0.06,0.36,0.01,0.95,0.09,0.27,0.83,0.13,0.07,0.26,0.23,0.45,0.29,0.22,0.7,0.35,0.22,0.32,0.9,0.11
gtad.csv,0.13,0.4,0.01,1.0,0.16,0.33,1.0,0.05,0.1,0.33,0.29,0.63,0.73,0.17,1.0,0.46,0.39,0.36,1.0,0.0
gusanos.csv,0.07,0.42,0.01,1.0,0.19,0.34,0.88,0.33,0.09,0.09,0.29,0.69,0.38,0.36,0.85,0.47,0.27,0.21,0.86,0.0
kaffeine.csv,0.03,0.45,0.01,0.98,0.09,0.31,0.86,0.04,0.21,0.32,0.19,0.4,0.33,0.21,0.78,0.36,0.21,0.27,0.88,0.11
lcfizvtop.csv,0.04,0.38,0.01,0.9,0.11,0.35,0.8,0.09,0.12,0.31,0.25,0.38,0.25,0.43,0.7,0.41,0.22,0.31,0.89,0.17
m-a-d-n-e-s-s.csv,1.0,0.35,0.01,1.0,0.16,0.37,1.0,0.0,0.36,0.36,0.48,0.49,0.59,0.2,0.67,0.5,0.35,0.21,0.83,0.06
m-m-m.csv,0.06,0.35,0.01,0.83,0.08,0.23,0.95,0.09,0.12,0.3,0.13,0.4,0.38,0.17,0.77,0.34,0.22,0.28,0.9,0.0
mediaportal.csv,0.0,0.46,0.01,1.0,0.25,0.21,0.82,0.09,0.21,0.5,0.42,0.63,0.56,0.2,0.82,0.62,0.32,0.75,1.0,0.0
mvnforum.csv,0.03,0.33,0.02,0.67,0.04,0.24,0.79,0.12,0.14,0.5,0.08,0.4,0.19,0.11,0.64,0.11,0.16,0.22,0.88,0.0
myfaces.csv,0.02,0.38,0.01,1.0,0.09,0.29,0.87,0.02,0.2,0.28,0.41,0.55,0.54,0.22,0.82,0.49,0.25,0.3,0.95,0.14
nh3d.csv,0.03,0.42,0.67,0.82,0.06,0.26,0.84,0.11,0.11,0.29,0.14,0.76,0.3,0.19,0.7,0.34,0.0,0.24,0.81,0.09
ogrehg.csv,0.02,0.41,0.01,1.0,0.07,0.24,0.85,0.11,0.14,0.31,0.15,0.61,0.41,0.15,0.82,0.34,0.26,0.37,0.92,0.1
pnotepad.csv,0.04,0.41,0.01,1.0,0.09,0.27,0.87,0.11,0.14,0.31,0.16,0.47,0.41,0.25,0.68,0.36,0.2,0.27,1.0,0.09
pydev.csv,0.06,0.4,0.01,1.0,0.1,0.33,0.86,0.22,0.32,0.29,0.26,0.57,0.59,0.29,0.83,0.55,0.32,0.35,1.0,0.14
sarasvati.csv,0.04,0.44,0.02,1.0,0.16,0.16,0.83,0.03,0.12,0.39,0.21,0.33,0.6,0.22,0.86,0.37,0.28,0.33,1.0,0.0
taokgame.csv,0.04,0.5,0.0,1.0,0.05,0.3,1.0,0.56,0.18,0.25,0.14,0.71,1.0,0.23,1.0,0.39,0.27,0.53,1.0,0.09
tokratan.csv,0.04,0.34,0.01,0.91,0.11,0.31,0.9,0.03,0.26,0.37,0.17,0.53,0.45,0.3,0.72,0.48,0.26,0.5,1.0,0.11
wgs-assembler.csv,0.06,0.45,0.03,1.0,0.08,0.36,1.0,0.2,0.1,0.4,0.16,0.53,0.65,0.26,0.83,0.32,0.28,0.33,0.84,0.0
