,f1,g,recall,precision,pf,wins
anaxagora.csv,0.455,0.52,0.66,0.36,0.65,19
array4j.csv,0.25,0.36,0.39,0.29500000000000004,0.455,1
bzbyte.csv,0.34,0.045,0.9,0.27,0.8,0
capcode.csv,0.385,0.455,0.55,0.30500000000000005,0.64,8
fm-classic.csv,0.21000000000000002,0.21000000000000002,0.18,0.33,0.08,3
freenet.csv,0.355,0.49,0.72,0.30000000000000004,0.725,10
hannosset.csv,0.235,0.26,0.22,0.33999999999999997,0.215,2
haphazard.csv,0.245,0.31,0.27,0.33,0.26,4
intact.csv,0.32,0.4,0.365,0.37,0.3,11
ipfire-wall.csv,0.31,0.38,0.41000000000000003,0.28,0.185,12
jlinalg.csv,0.33999999999999997,0.45,0.45999999999999996,0.295,0.54,7
nassp.csv,0.245,0.305,0.265,0.365,0.195,6
ondex.csv,0.345,0.43,0.42000000000000004,0.345,0.305,14
optalgtoolkit.csv,0.355,0.525,0.67,0.26,0.71,9
pustefix.csv,0.395,0.545,0.6,0.32,0.59,15
soar.csv,0.435,0.22,0.975,0.28,0.945,5
sqlpower-library.csv,0.435,0.45999999999999996,0.81,0.31,0.795,13
super-tux.csv,0.35,0.525,0.71,0.275,0.56,16
tart.csv,0.395,0.44,0.59,0.335,0.43,18
web-cat.csv,0.43,0.495,0.78,0.315,0.69,17
