,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.73,1.0,0.24,0.38,0.15,0.69,0.3,0.28,0.35,0.05,0.2,0.38,0.37,0.05,0.98,0.44,0.11,0.76,0.17,0.37
array4j.csv,0.68,1.0,0.32,0.67,0.14,0.69,0.31,0.24,0.25,0.02,0.28,0.16,0.18,0.04,1.0,0.67,0.13,0.86,0.17,0.38
bzbyte.csv,0.76,0.78,0.2,0.38,0.2,0.83,0.29,0.27,0.0,0.04,0.23,0.15,0.27,0.04,0.95,0.5,0.08,0.9,0.0,0.36
capcode.csv,0.68,0.76,0.19,0.37,0.34,0.68,0.27,0.36,0.17,0.07,0.22,0.15,0.18,0.03,0.93,0.77,0.06,0.84,0.14,0.36
fm-classic.csv,0.85,0.94,0.33,0.43,0.12,0.85,0.0,0.0,0.33,0.33,0.2,0.5,0.62,0.17,0.91,0.5,0.0,0.94,0.26,0.17
freenet.csv,0.81,0.92,0.21,0.4,0.17,0.76,0.35,0.27,0.16,0.04,0.21,0.18,0.34,0.01,0.94,0.64,0.12,0.79,0.16,0.33
hannosset.csv,0.73,0.76,0.41,0.27,0.06,0.62,0.26,0.0,0.43,0.0,0.21,0.14,1.0,0.0,0.93,0.58,0.24,0.8,0.14,0.47
haphazard.csv,0.72,0.84,0.0,0.5,0.15,0.67,0.29,0.26,0.38,0.0,0.33,0.17,0.33,0.06,1.0,0.5,0.05,0.74,0.18,0.41
intact.csv,0.81,0.94,0.26,0.5,0.21,0.76,0.42,0.28,0.5,0.04,0.19,0.22,0.55,0.07,0.97,0.38,0.08,0.71,0.18,0.36
ipfire-wall.csv,0.88,0.97,0.0,0.25,0.09,0.84,0.45,0.25,0.31,0.06,0.21,0.23,0.58,0.08,1.0,0.46,0.0,0.9,0.22,0.37
jlinalg.csv,0.7,0.97,0.16,0.34,0.09,0.6,0.3,0.29,0.1,0.06,0.11,0.19,0.36,0.07,0.95,0.48,0.0,0.81,0.19,0.37
nassp.csv,0.83,0.8,0.25,0.33,0.0,0.77,0.33,0.4,0.47,0.11,0.22,0.12,0.54,0.04,0.96,0.67,0.06,0.77,0.29,0.5
ondex.csv,1.0,0.89,0.17,0.33,0.1,0.77,0.38,0.36,0.33,0.04,0.32,0.24,0.38,0.09,0.97,0.51,0.06,0.69,0.27,0.5
optalgtoolkit.csv,0.77,0.61,0.17,0.56,0.15,0.67,0.3,0.24,0.22,0.05,0.13,0.18,0.3,0.09,0.98,0.56,0.08,0.78,0.17,0.28
pustefix.csv,0.68,0.83,0.12,0.41,0.16,0.65,0.31,0.43,0.24,0.03,0.2,0.17,0.33,0.06,0.93,0.55,0.02,0.8,0.12,0.41
soar.csv,0.73,0.83,0.17,0.39,0.18,0.67,0.29,0.27,0.21,0.04,0.22,0.16,0.33,0.05,0.95,0.69,0.08,0.81,0.15,0.36
sqlpower-library.csv,0.84,0.76,0.22,0.7,0.16,0.66,0.32,0.3,0.21,0.07,0.14,0.21,0.33,0.05,0.96,0.56,0.08,0.79,0.17,0.38
super-tux.csv,0.76,1.0,0.19,0.52,0.17,0.67,0.38,0.28,0.26,0.0,0.2,0.17,0.27,0.06,1.0,0.4,0.08,0.77,0.19,0.43
tart.csv,0.88,0.75,0.1,0.5,0.12,0.72,0.34,0.36,0.29,0.08,0.33,0.22,0.33,0.2,0.97,0.5,0.03,0.74,0.23,0.6
web-cat.csv,0.86,0.72,0.2,0.41,0.1,0.68,0.33,0.3,0.24,0.04,0.22,0.2,0.37,0.08,0.99,0.56,0.08,0.69,0.18,0.64
