,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.92,0.69,0.58,0.59,1.19,1.0,0.7,0.38,0.79,0.73,0.63,0.95,0.57,0.88,0.61,0.56
elateportal.csv,1.0,0.9,0.46,0.58,0.8,0.92,0.88,0.75,0.75,0.82,0.63,0.05,0.79,0.77,0.76,0.55
gmerlin.csv,0.72,1.0,1.0,1.0,1.0,1.0,0.73,1.0,0.49,0.83,1.0,1.0,0.94,1.0,0.96,0.98
gretl.csv,0.88,0.51,0.64,0.46,1.05,0.8,0.79,0.74,0.84,0.82,0.85,0.73,0.62,0.48,0.72,0.68
illumination.csv,0.98,0.54,1.0,1.0,1.0,0.88,0.96,1.0,0.94,0.22,1.0,1.0,0.95,1.0,0.89,0.92
mpgravity.csv,0.96,0.96,0.37,0.53,1.33,1.0,0.68,0.72,0.74,0.86,0.54,0.83,0.78,0.99,0.56,0.65
nativeclient.csv,0.55,0.47,0.63,0.46,0.76,0.72,0.77,0.49,0.71,0.68,0.64,0.97,0.42,0.65,0.44,0.49
natpad.csv,0.92,0.87,0.92,0.56,1.2,0.79,0.77,0.66,0.7,0.67,0.61,0.57,0.46,0.91,0.69,0.38
ogre.csv,0.93,0.5,1.0,0.78,0.05,0.85,0.64,0.82,0.65,0.88,0.8,1.0,0.85,0.73,0.85,0.76
open-ms.csv,0.82,0.54,0.49,0.79,1.14,0.81,0.88,0.55,0.62,0.6,0.59,0.92,0.86,0.86,0.82,0.89
openmsx.csv,0.98,0.47,0.91,0.94,0.22,1.0,0.59,0.64,0.7,0.72,0.7,0.92,0.82,1.0,0.85,0.94
oppna-program-hsatools.csv,0.71,0.16,1.0,0.58,1.03,0.8,0.74,0.93,0.67,0.67,0.86,1.12,0.58,0.52,0.88,0.82
sandiaportals.csv,0.92,0.73,0.67,0.45,1.0,0.92,0.64,0.73,0.7,0.81,0.6,1.01,0.27,0.95,0.56,0.47
sauerbraten.csv,0.42,0.4,1.0,1.0,1.0,0.72,0.95,1.0,1.0,0.85,0.98,0.67,1.0,1.0,1.0,1.0
yarp.csv,0.96,0.6,1.0,0.98,1.0,0.51,0.91,0.77,1.0,0.62,0.79,0.98,1.0,0.99,0.85,1.0
zemljanka.csv,0.97,0.96,1.01,0.75,0.56,0.92,0.78,0.83,0.78,0.8,0.81,1.0,0.93,0.19,0.92,0.84
