,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.33,0.64,0.32,0.52,0.47,0.98,0.0,0.2,0.32,0.43,0.53,0.19,0.22
fontforge.csv,0.3,0.33,0.48,0.27,0.42,0.43,0.94,0.97,0.43,0.27,0.59,0.22,0.27
gmerlin.csv,0.14,0.49,0.17,0.32,0.11,0.33,0.99,0.56,0.2,0.4,0.48,1.0,0.13
hatari.csv,0.51,0.7,0.98,0.35,0.7,0.6,0.77,0.4,0.6,0.52,0.48,0.45,0.35
jcl.csv,0.12,0.4,0.12,0.14,0.05,0.13,0.0,0.0,0.13,0.45,0.94,0.07,0.0
ltp.csv,0.26,0.44,0.47,0.28,0.98,0.47,0.0,0.29,0.07,0.38,0.25,0.25,0.28
net-snmp.csv,0.98,0.64,0.38,0.4,0.57,0.54,0.9,0.59,0.5,0.24,0.56,0.63,0.5
opde.csv,0.24,0.68,0.65,0.93,0.49,0.53,0.77,0.63,0.57,0.58,0.13,0.52,0.56
powerfolder-.csv,0.18,0.97,0.12,0.15,0.07,0.23,0.99,0.57,0.44,0.37,0.6,0.19,0.28
qlc.csv,0.09,0.36,0.0,0.15,0.0,0.21,0.0,0.0,0.91,0.12,0.25,0.07,0.23
tcl.csv,0.23,0.22,0.17,0.14,0.39,0.24,0.0,0.54,0.07,0.96,0.0,0.07,0.17
wxstudio.csv,0.58,0.68,0.45,0.32,0.29,0.38,0.95,0.36,0.13,0.47,0.17,0.57,0.88
