,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.73,0.45,0.79,0.56,0.48,0.56,0.5,0.77,0.81,0.35,0.41,0.93,0.76
fontforge.csv,0.78,0.66,0.73,0.55,0.63,0.64,0.71,0.52,0.79,0.68,0.52,0.91,0.72
gmerlin.csv,0.78,0.59,0.83,0.83,0.91,0.69,0.75,0.39,0.94,0.48,0.64,0.62,0.89
hatari.csv,0.56,0.41,0.61,0.41,0.46,0.46,0.47,0.28,0.52,0.34,0.51,0.7,0.72
jcl.csv,0.8,0.93,0.67,0.89,0.96,0.89,0.75,0.67,0.94,0.57,0.92,0.67,0.5
ltp.csv,0.89,0.52,0.68,0.93,0.45,0.62,0.65,0.94,0.96,0.94,0.96,0.68,0.82
net-snmp.csv,0.57,0.42,0.6,0.62,0.46,0.49,0.63,0.29,0.47,0.7,0.38,0.45,0.55
opde.csv,0.41,0.38,0.47,0.75,0.4,0.46,0.47,0.36,0.57,0.37,0.38,0.53,0.53
powerfolder-.csv,0.86,0.65,0.91,0.83,0.98,0.94,0.67,0.55,0.93,0.52,0.37,0.88,0.76
qlc.csv,0.67,0.78,0.0,0.86,0.0,0.82,0.0,0.0,0.94,0.9,0.89,0.75,0.92
tcl.csv,0.87,0.92,0.9,0.92,0.7,0.91,0.67,0.46,0.92,0.54,0.88,0.67,0.88
wxstudio.csv,0.49,0.57,0.62,0.92,0.78,0.63,0.75,0.62,0.76,0.51,0.7,0.5,0.59
