,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.29,0.65,0.28,0.56,0.49,0.97,0.0,0.17,0.28,0.79,0.64,0.16,0.19
fontforge.csv,0.27,0.29,0.48,0.24,0.41,0.42,1.0,0.96,0.39,0.23,0.71,0.19,0.24
gmerlin.csv,0.12,0.45,0.14,0.28,0.09,0.29,1.0,0.54,0.17,0.36,0.5,1.0,0.11
hatari.csv,0.49,0.74,0.97,0.76,0.75,0.59,1.0,0.83,0.67,0.72,0.57,0.41,0.32
jcl.csv,0.1,0.35,0.1,0.12,0.04,0.11,0.0,0.0,0.11,0.46,0.93,0.06,0.0
ltp.csv,0.22,0.42,0.45,0.24,0.98,0.44,0.0,0.25,0.06,0.33,0.21,0.22,0.24
net-snmp.csv,0.98,0.77,0.34,0.36,0.59,0.53,1.0,0.79,0.5,0.21,0.79,0.69,0.49
opde.csv,0.95,0.9,0.72,0.92,0.8,0.62,1.0,0.79,0.61,0.62,1.0,0.5,0.7
powerfolder-.csv,0.15,0.97,0.1,0.12,0.06,0.2,1.0,0.54,0.39,0.33,0.64,0.16,0.24
qlc.csv,0.07,0.32,0.0,0.12,0.0,0.18,0.0,0.0,0.89,0.1,0.21,0.06,0.19
tcl.csv,0.2,0.19,0.14,0.12,0.35,0.2,0.0,0.54,0.06,0.95,0.0,0.06,0.14
wxstudio.csv,0.59,0.65,0.41,0.28,0.25,0.36,1.0,0.33,0.11,0.46,0.14,0.56,0.86
