,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,jcl.csv,gmerlin.csv,wxstudio.csv
chipster.csv,0.0,9.0,0.0,0.0,0.0,0.0,52.0,4.0,14.0,0.0,18.0,0.0,2.0
fontforge.csv,1.0,1.0,1.0,0.0,2.0,14.0,13.0,0.0,2.0,0.0,7.0,4.0,0.0
gmerlin.csv,5.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,7.0,0.0,0.0
hatari.csv,1.0,0.0,0.0,1.0,0.0,0.0,31.0,10.0,12.0,0.0,7.0,3.0,6.0
jcl.csv,0.0,1.0,0.0,0.0,4.0,0.0,52.0,54.0,7.0,0.0,0.0,0.0,85.0
ltp.csv,0.0,0.0,0.0,0.0,0.0,6.0,52.0,1.0,3.0,0.0,9.0,1.0,1.0
net-snmp.csv,0.0,2.0,3.0,3.0,0.0,0.0,18.0,6.0,11.0,0.0,19.0,1.0,9.0
opde.csv,1.0,1.0,0.0,0.0,2.0,8.0,31.0,0.0,3.0,0.0,7.0,1.0,0.0
powerfolder-.csv,0.0,0.0,1.0,0.0,1.0,7.0,2.0,1.0,1.0,3.0,5.0,1.0,5.0
qlc.csv,0.0,1.0,64.0,0.0,471.0,12.0,52.0,54.0,0.0,0.0,1.0,0.0,2.0
tcl.csv,0.0,1.0,0.0,0.0,0.0,3.0,52.0,6.0,9.0,0.0,115.0,0.0,0.0
wxstudio.csv,6.0,4.0,1.0,0.0,0.0,6.0,11.0,7.0,14.0,1.0,12.0,0.0,0.0
