,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.7,0.7,0.7,0.2,0.37,0.35,0.62,0.55,0.45,0.26,0.47,0.43,0.52,0.59,0.99,0.43,0.55,0.52,0.26,0.15
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09,1.0,0.0
cornerstone.csv,0.57,0.62,0.7,0.71,0.36,0.58,0.52,0.64,0.45,0.49,0.93,0.59,0.56,0.66,0.6,0.56,0.62,0.59,0.35,0.57
emeraldemu.csv,0.51,0.54,0.74,0.7,0.41,0.52,0.51,0.98,0.31,0.35,0.53,0.61,0.41,0.52,0.64,0.41,0.54,0.44,0.46,0.38
jahshakafx.csv,0.99,0.36,0.34,0.2,0.35,0.21,0.51,0.49,0.28,0.19,0.26,0.13,0.14,0.38,0.4,0.18,0.54,0.44,0.18,0.38
jaolt.csv,0.83,0.74,0.68,0.59,0.52,0.6,0.65,0.58,0.61,0.73,0.54,0.56,0.99,0.57,0.6,0.61,0.78,0.62,0.61,0.65
kmess.csv,0.44,0.67,0.75,0.45,0.5,0.32,0.55,0.59,0.46,0.5,0.31,0.68,0.36,0.5,0.51,0.97,0.54,0.59,0.18,0.11
maya-work-in-progress.csv,0.8,0.51,0.76,0.71,0.55,0.5,0.76,0.65,0.56,0.95,0.5,0.54,0.54,0.51,0.67,0.6,0.64,0.59,0.0,0.24
mia.csv,0.13,0.23,0.25,0.25,0.07,0.23,0.0,0.25,0.07,0.19,0.58,0.91,0.31,0.38,0.2,0.16,0.0,0.04,0.0,0.56
mp-rechnungs-und-kundenverwaltung.csv,0.45,0.32,0.41,0.1,0.12,0.38,0.56,0.26,0.25,0.04,0.21,0.38,0.26,0.89,0.4,0.43,0.29,0.37,0.11,0.09
novembre.csv,0.46,0.31,0.59,0.37,0.21,0.15,1.0,0.46,0.2,0.29,0.37,0.2,0.25,0.32,0.51,0.42,0.77,0.36,0.12,0.21
ns-3.csv,0.78,0.58,0.74,0.62,0.45,0.99,0.58,0.55,0.58,0.52,0.6,0.61,0.57,0.55,0.6,0.55,0.71,0.54,0.46,0.64
nullc.csv,0.56,0.47,0.44,0.43,1.0,0.43,0.2,0.59,0.48,0.42,0.54,0.38,0.46,0.61,0.46,0.52,0.59,0.45,0.33,0.43
open-beos.csv,0.68,0.69,0.59,0.71,0.63,0.49,0.53,0.68,0.93,0.6,0.45,0.58,0.5,0.52,0.65,0.56,0.89,0.65,0.0,0.24
pixel-commandos.csv,0.22,0.16,0.11,0.05,0.17,0.02,0.09,0.09,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.06,1.0,0.1,0.04,0.0
plee-the-bear.csv,0.09,0.06,0.88,0.0,0.23,0.3,0.23,0.07,0.21,0.32,0.33,0.07,0.29,0.47,0.07,0.28,0.0,0.34,0.22,0.46
reaper-ecad.csv,0.6,0.24,0.43,0.93,0.46,0.51,0.44,0.41,0.31,0.48,0.42,0.71,0.34,0.27,0.47,0.47,0.54,0.32,0.45,0.43
unladen-swallow.csv,0.28,0.64,0.07,0.1,0.27,0.43,0.31,0.12,0.18,0.19,0.52,0.32,0.27,0.46,0.31,0.35,0.0,0.38,0.47,0.36
xmoto.csv,0.74,0.63,0.66,0.46,0.57,0.38,0.49,0.66,0.62,0.39,0.6,0.54,0.56,0.7,0.67,0.56,0.73,0.95,0.38,0.29
zxing.csv,0.74,0.45,0.71,0.6,0.42,0.52,0.61,0.65,0.4,0.65,0.32,0.45,0.3,0.34,0.63,0.6,0.66,0.6,0.38,0.98
