,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,jaolt.csv,mp-rechnungs-und-kundenverwaltung.csv,ardour.csv,kmess.csv,pixel-commandos.csv,xmoto.csv,buddata-ebxml-registry.csv,zxing.csv
ardour.csv,0.54,0.21,0.13,0.16,1.0,0.77,0.45,0.45,0.63,0.64,0.62,0.13,0.82,0.45,1.0,0.83,0.14,0.71,1.0,1.0
buddata-ebxml-registry.csv,0.3,0.12,0.06,0.13,0.82,0.67,0.27,0.31,0.4,0.41,0.51,0.09,0.72,0.32,0.55,0.63,0.04,0.46,1.0,0.77
cornerstone.csv,0.37,0.17,0.08,0.27,0.89,0.68,0.26,0.37,0.57,0.67,1.0,0.11,0.78,0.4,0.6,0.67,0.05,0.58,1.0,0.88
emeraldemu.csv,0.31,0.11,0.18,0.23,0.95,0.74,0.39,1.0,0.58,0.37,0.5,0.14,0.62,0.3,0.63,0.74,0.08,0.78,0.93,0.76
jahshakafx.csv,1.0,0.29,0.12,0.21,0.94,0.75,0.5,0.55,0.59,0.83,0.61,0.06,0.64,0.46,0.7,0.7,0.11,0.88,1.0,0.83
jaolt.csv,0.5,0.17,0.08,0.19,0.86,0.71,0.33,0.34,0.43,0.68,0.62,0.1,0.99,0.33,0.58,0.66,0.07,0.5,0.98,0.81
kmess.csv,0.33,0.19,0.14,0.14,0.88,0.66,0.35,0.44,0.5,0.5,0.57,0.14,0.82,0.42,0.77,1.0,0.09,0.57,1.0,0.62
maya-work-in-progress.csv,0.47,0.16,0.1,0.2,0.82,0.69,0.39,0.44,0.53,0.97,0.48,0.09,0.71,0.3,0.63,0.67,0.05,0.55,0.93,0.78
mia.csv,0.31,0.07,0.11,0.25,1.0,0.59,0.0,0.42,0.38,0.42,0.56,1.0,0.71,0.43,0.6,0.75,0.0,1.0,0.83,0.78
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.22,0.13,0.05,0.71,0.77,0.4,0.51,0.67,0.5,0.6,0.24,1.0,0.98,0.67,0.61,0.07,0.55,1.0,0.57
novembre.csv,0.66,0.22,0.16,0.21,0.9,0.95,1.0,0.7,0.66,0.73,0.62,0.15,0.94,0.48,0.75,0.81,0.17,0.65,0.88,0.83
ns-3.csv,0.51,0.13,0.09,0.18,1.0,0.99,0.29,0.32,0.48,0.68,0.62,0.11,0.73,0.31,0.59,0.67,0.07,0.45,0.97,0.81
nullc.csv,0.31,0.09,0.04,0.13,1.0,0.65,0.25,0.33,0.38,0.32,0.53,0.09,0.67,0.35,0.51,0.61,0.05,0.42,1.0,0.85
open-beos.csv,0.38,0.16,0.1,0.25,0.94,0.74,0.31,0.46,1.0,0.75,0.52,0.14,0.68,0.3,0.65,0.78,0.1,0.64,0.93,0.75
pixel-commandos.csv,0.76,0.23,0.14,0.1,0.88,1.0,1.0,0.71,0.0,0.0,0.5,0.0,0.0,0.0,0.73,0.83,1.0,0.6,1.0,0.0
plee-the-bear.csv,0.08,0.02,1.0,0.0,0.67,0.62,0.25,0.17,0.28,0.25,0.47,1.0,0.67,0.29,0.29,0.53,0.0,0.39,0.93,0.71
reaper-ecad.csv,0.33,0.06,0.08,1.0,0.79,0.7,0.32,0.35,0.48,0.58,0.43,0.18,0.79,0.27,0.66,0.67,0.08,0.62,0.93,0.69
unladen-swallow.csv,0.29,0.8,0.04,0.25,0.75,0.68,0.22,0.32,0.41,0.71,0.48,0.11,0.65,0.3,0.49,0.51,0.0,0.35,0.93,0.73
xmoto.csv,0.58,0.16,0.15,0.22,0.82,0.77,0.32,0.56,0.54,0.85,0.55,0.21,0.85,0.47,0.71,0.74,0.09,0.97,1.0,0.6
zxing.csv,0.55,0.15,0.09,0.16,0.8,0.73,0.39,0.5,0.49,0.47,0.4,0.07,0.73,0.38,0.61,0.7,0.06,0.62,0.96,1.0
