,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.16,0.05,0.62,0.33,0.43,0.28,0.48,0.41,0.37,0.5
firebird.csv,0.31,0.38,1.0,0.67,0.51,0.65,0.89,0.9,0.44,0.94
fmri-dmt.csv,0.6,0.57,0.91,0.6,0.95,0.39,0.24,0.95,0.41,0.19
htmlunit.csv,0.33,0.24,0.26,0.36,0.32,0.29,0.56,0.59,0.37,0.56
monetdb.csv,0.29,0.19,0.12,0.22,0.1,0.15,0.3,0.41,0.26,0.15
ontomorphtab.csv,0.58,0.24,0.93,0.62,0.7,0.58,0.52,0.77,0.69,0.79
smarttag.csv,0.56,0.24,0.46,0.57,0.49,0.49,0.37,0.26,0.25,0.56
taokgame.csv,0.04,0.14,0.1,0.42,0.05,0.07,0.26,0.38,0.01,0.11
webdriver.csv,0.65,0.48,0.35,0.7,0.16,0.32,0.24,0.51,0.45,0.29
xbplayer.csv,0.25,0.29,0.38,0.4,0.23,0.31,0.3,0.56,0.14,0.37
