,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,99.0,98.5,2581.5,99.0,389.0,99.0,384.0,179.0,98.5,98.5
firebird.csv,99.0,98.5,4002.5,99.0,487.5,99.0,197.0,472.5,98.5,98.5
fmri-dmt.csv,98.5,98.5,3726.0,99.0,584.0,97.5,263.5,566.0,284.0,98.5
htmlunit.csv,99.0,98.5,1077.0,1967.5,194.0,97.5,480.5,187.0,98.5,98.5
monetdb.csv,99.0,91.5,277.5,2068.0,92.5,98.5,186.0,176.0,98.5,98.5
ontomorphtab.csv,99.0,98.5,3676.0,99.0,487.5,99.0,384.0,472.5,98.5,98.5
smarttag.csv,99.0,98.5,2063.0,99.0,291.5,97.5,384.0,303.0,98.5,98.5
taokgame.csv,89.5,98.5,106.0,885.0,86.5,363.0,98.5,283.5,86.5,98.5
webdriver.csv,99.0,98.5,1576.0,99.0,194.0,97.5,386.0,376.0,98.5,98.5
xbplayer.csv,97.5,98.5,1694.0,99.0,194.0,99.0,284.5,272.5,98.5,98.5
