,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.38,0.4,0.9,0.62,0.83,0.64,0.71,0.57,0.77,0.33
firebird.csv,0.57,0.86,1.0,0.82,0.83,0.9,0.93,1.0,0.81,0.83
fmri-dmt.csv,0.42,0.6,0.9,0.61,0.95,0.21,0.24,1.0,0.26,0.83
htmlunit.csv,0.59,0.74,0.4,0.51,0.67,0.66,0.73,0.71,0.68,0.33
monetdb.csv,0.56,0.46,0.8,0.34,0.36,0.41,0.49,0.29,0.7,0.17
ontomorphtab.csv,0.78,0.74,1.0,0.78,0.86,0.87,0.78,0.93,0.94,0.83
smarttag.csv,0.52,0.71,0.0,0.74,0.67,0.57,0.78,0.43,0.32,0.67
taokgame.csv,0.22,0.29,1.0,0.38,0.14,0.08,0.53,0.36,0.28,0.17
webdriver.csv,0.8,0.71,0.4,0.79,0.55,0.55,0.78,0.79,0.66,0.67
xbplayer.csv,0.47,0.71,0.6,0.66,0.69,0.64,0.64,0.64,0.53,0.5
