,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.45,0.58,0.36,0.36,0.33,0.34,0.64,0.48
etics.csv,0.17,0.4,0.08,0.13,0.33,0.14,0.33,0.48
genecys.csv,0.76,0.89,0.51,0.86,0.22,0.81,0.31,0.95
kftpgrabber.csv,0.02,0.3,0.08,0.18,0.11,0.4,0.4,0.27
kvs.csv,0.29,0.07,0.17,0.31,0.22,0.34,0.27,0.06
mcore3d.csv,0.02,0.49,0.83,0.27,0.89,0.06,0.62,0.31
ogrehg.csv,0.26,0.53,0.26,0.28,0.33,0.23,0.51,0.37
projecteqemu.csv,0.24,0.19,0.01,0.13,0.33,0.11,0.29,0.23
