,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.24,0.5,0.23,0.2,0.33,0.32,0.79,0.34,0.0,0.05,0.07,0.68,0.24,0.8,0.65,0.56,0.27
beast-mcmc.csv,0.45,0.88,0.7,0.85,0.88,0.77,0.72,0.81,0.45,0.67,0.22,0.96,0.71,1.0,0.89,0.75,0.8
bscwweasel.csv,0.03,0.75,0.18,0.65,0.47,0.07,0.51,0.56,0.55,0.14,0.59,0.32,0.81,0.0,0.2,0.42,0.54
codeblocks.csv,0.81,0.62,0.39,0.6,0.67,0.76,0.85,0.56,0.16,0.24,0.11,0.8,0.6,0.2,0.66,0.69,0.51
gamestone.csv,0.07,0.75,0.08,0.1,0.16,0.05,0.09,0.17,0.03,0.05,0.29,0.04,0.03,0.2,0.03,0.25,0.12
iaml.csv,0.19,0.38,0.7,0.05,0.21,0.16,0.45,0.36,0.24,0.76,0.65,0.24,0.56,0.2,0.08,0.29,0.83
jbasic.csv,0.98,0.38,0.86,0.45,0.95,0.08,0.85,0.9,0.74,0.81,0.41,0.96,0.96,1.0,0.92,0.8,0.9
modplug.csv,0.93,1.0,0.92,0.9,0.95,0.75,0.94,0.8,0.92,0.71,0.92,0.88,0.94,1.0,0.89,0.8,0.9
pdfedit.csv,0.84,0.38,0.47,0.15,0.79,0.38,0.32,0.42,0.26,0.87,0.3,0.68,0.15,1.0,0.62,0.56,0.49
redshell.csv,0.79,0.75,0.52,0.55,0.47,0.66,0.3,0.77,0.0,0.41,0.61,0.56,0.52,0.4,0.75,0.69,0.56
sabbu.csv,0.74,0.25,0.89,0.3,0.72,0.42,0.6,0.47,0.29,0.95,0.33,0.72,0.21,1.0,0.51,0.53,0.76
silvertree.csv,0.55,0.75,0.76,0.9,0.74,0.5,0.79,0.75,0.76,1.0,0.53,0.72,0.84,1.0,0.98,0.49,0.93
t-2.csv,0.83,0.62,0.55,0.45,0.6,0.83,0.53,0.51,0.66,0.11,0.59,0.8,0.63,0.0,0.29,0.56,0.29
xinity.csv,0.69,0.12,0.59,0.3,0.47,0.53,0.38,0.63,0.34,0.9,0.54,0.24,0.98,0.2,0.68,0.33,0.76
xreal.csv,0.1,0.25,0.27,0.15,0.28,0.16,0.15,0.23,0.18,0.65,0.27,0.16,0.05,1.0,0.14,0.2,0.32
zabbix.csv,0.52,0.25,0.5,0.2,0.81,0.45,0.26,0.52,0.45,0.81,0.25,0.72,0.11,1.0,0.42,0.31,0.76
zengine.csv,0.86,1.0,0.98,1.0,1.0,0.96,1.0,0.98,0.82,0.98,0.6,0.96,0.98,1.0,0.98,0.95,0.95
