,recall,precision,pf,pci_20,ifa,wins
badtrinitycore.csv,0.32,0.37,0.23,0.66,2.0,5
beast-mcmc.csv,0.77,0.52,0.7,0.46,1.0,10
bscwweasel.csv,0.47,0.48,0.38,0.66,3.0,8
codeblocks.csv,0.6,0.53,0.42,0.51,2.0,11
gamestone.csv,0.09,0.36,0.15,0.83,2.0,6
iaml.csv,0.29,0.52,0.25,0.66,0.0,14
jbasic.csv,0.86,0.5,0.7,0.45,2.0,7
modplug.csv,0.92,0.45,0.86,0.41,4.0,1
pdfedit.csv,0.47,0.51,0.38,0.62,1.0,12
redshell.csv,0.56,0.38,0.59,0.54,5.0,0
sabbu.csv,0.53,0.59,0.4,0.54,1.0,13
silvertree.csv,0.76,0.55,0.69,0.46,2.0,9
t-2.csv,0.56,0.44,0.62,0.51,2.0,3
xinity.csv,0.53,0.46,0.54,0.69,4.0,4
xreal.csv,0.2,0.51,0.23,0.88,0.0,16
zabbix.csv,0.45,0.59,0.36,0.65,1.0,15
zengine.csv,0.98,0.48,0.97,0.4,2.0,2
