,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.64,0.06,0.74,0.89,0.77,0.65,0.66
libtorrent.csv,0.74,0.78,0.79,0.76,0.75,0.01,0.72
mcmc-jags.csv,0.64,0.87,0.58,0.0,0.63,0.54,0.53
olap-navigator.csv,0.0,0.74,0.77,0.55,0.43,0.54,0.67
pidgin.csv,0.66,0.71,0.56,0.72,0.01,0.6,0.72
sepgsql.csv,0.87,0.96,0.07,1.0,0.95,0.99,1.0
xstore.csv,0.51,0.72,0.68,0.6,0.55,0.65,0.09
