,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.6,0.55,0.76,0.73,0.86,0.58,0.59
libtorrent.csv,0.37,0.48,0.37,0.49,0.35,0.36,0.54
mcmc-jags.csv,0.38,0.47,0.55,0.8,0.49,0.43,0.45
olap-navigator.csv,0.52,0.52,0.4,0.69,0.4,0.5,0.58
pidgin.csv,0.51,0.41,0.41,0.62,0.39,0.42,0.53
sepgsql.csv,0.92,0.67,0.96,0.0,0.91,0.5,0.0
xstore.csv,0.48,0.42,0.99,0.86,0.44,0.53,0.52
