,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.86,0.77,0.69,0.85,0.94
encog-java.csv,0.91,0.17,0.77,0.21,0.4
h2database.csv,0.8,0.92,0.17,0.2,0.15
jaql.csv,0.64,0.49,0.26,0.98,0.56
raven-monitoring.csv,0.32,0.17,0.94,0.29,0.2
