,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.86,0.76,0.89,0.93,0.51,0.6,0.54,0.8,0.03,0.83,0.75
emono.csv,0.61,0.63,0.56,0.68,0.53,0.8,0.6,0.59,0.6,0.87,0.01
haggle.csv,0.58,0.05,0.97,1.0,0.58,0.84,0.64,1.0,0.79,0.77,0.9
hannosset.csv,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.96
jas.csv,1.0,1.0,0.97,0.8,1.0,1.0,0.97,0.0,1.0,1.0,0.96
jgossipforum.csv,1.0,0.99,0.95,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0
madman.csv,1.0,0.95,0.95,1.0,0.0,0.85,0.87,1.0,1.0,1.0,0.97
mediate.csv,0.56,0.75,0.03,0.71,0.84,0.52,0.75,0.75,0.83,0.73,0.86
ngl.csv,0.59,0.55,0.75,0.52,0.59,0.77,0.0,0.42,0.65,0.66,0.78
pustefix.csv,0.04,0.9,0.73,0.72,1.02,1.0,0.94,0.79,1.0,0.97,0.87
synecdoche.csv,0.77,0.84,0.57,0.37,0.67,0.46,0.8,0.95,0.67,0.0,0.63
