,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.18,0.65,0.5,0.01,0.23,0.12,0.7,0.07,1.0,0.31,0.63
emono.csv,0.42,0.85,0.66,0.03,0.24,0.07,0.63,0.09,0.67,0.33,1.0
haggle.csv,0.41,0.99,1.0,0.0,0.22,0.05,0.64,0.0,0.46,0.42,0.6
hannosset.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6
jas.csv,0.0,0.0,0.25,0.06,0.0,0.0,1.0,1.0,0.0,0.0,1.0
jgossipforum.csv,0.0,0.5,0.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.0,0.8,1.0,0.0,1.0,0.09,0.62,0.0,0.0,0.0,1.0
mediate.csv,0.4,0.66,1.0,0.03,0.1,0.21,0.55,0.06,0.5,0.67,0.58
ngl.csv,0.34,0.74,0.55,0.04,0.19,0.07,1.0,0.13,0.59,0.43,0.6
pustefix.csv,1.0,0.62,0.56,0.02,0.0,0.0,0.6,0.06,0.0,0.2,0.63
synecdoche.csv,0.32,0.57,0.65,0.05,0.2,0.15,0.49,0.02,0.62,1.0,0.73
